data_point;region;gender;age_group;count_zab;count_hosp;count_severe;count_death
2022.03.B_13-10-2022;Псковская область;M;20-29;167;3;0;1
2022.03.B_13-10-2022;Псковская область;M;30-39;326;16;1;0
2022.03.B_13-10-2022;Псковская область;M;70-79;294;97;17;16
2022.03.B_13-10-2022;Псковская область;F;40-49;579;18;4;2
2022.03.B_13-10-2022;Псковская область;F;80+;349;160;24;30
2022.03.B_13-10-2022;Республика Адыгея;F;80+;214;83;20;15
2022.03.B_13-10-2022;Республика Башкортостан;F;0-9;507;37;4;0
2022.03.B_13-10-2022;Республика Башкортостан;F;70-79;776;103;34;9
2022.03.B_13-10-2022;Республика Бурятия;M;0-9;914;48;2;0
2022.03.B_13-10-2022;Республика Бурятия;M;60-69;679;132;22;11
2022.03.B_13-10-2022;Республика Дагестан;F;60-69;313;56;3;0
2022.03.B_13-10-2022;Республика Ингушетия;M;20-29;42;7;0;0
2022.03.B_13-10-2022;Республика Ингушетия;M;70-79;12;5;1;0
2022.03.B_13-10-2022;Республика Калмыкия;M;0-9;207;5;0;0
2022.03.B_13-10-2022;Республика Калмыкия;M;20-29;44;1;0;0
2022.03.B_13-10-2022;Республика Калмыкия;M;70-79;68;16;4;3
2022.03.B_13-10-2022;Республика Калмыкия;F;50-59;238;13;1;0
2022.03.B_13-10-2022;Республика Карелия;M;30-39;462;20;2;0
2022.03.B_13-10-2022;Республика Карелия;F;40-49;682;30;0;1
2022.03.B_13-10-2022;Республика Карелия;F;50-59;675;52;6;2
2022.03.B_13-10-2022;Республика Коми;M;окт.19;583;29;3;0
2022.03.B_13-10-2022;Республика Коми;M;20-29;370;20;1;0
2022.03.B_13-10-2022;Республика Крым;M;окт.19;224;15;2;0
2022.03.B_13-10-2022;Республика Крым;M;80+;249;142;43;31
2022.03.B_13-10-2022;Республика Марий Эл;M;20-29;25;3;0;0
2022.03.B_13-10-2022;Республика Марий Эл;M;30-39;30;3;0;0
2022.03.B_13-10-2022;Республика Марий Эл;M;70-79;53;17;1;0
2022.03.B_13-10-2022;Республика Марий Эл;F;40-49;52;1;0;0
2022.01.B_13-10-2022;Ярославская область;F;30-39;4520;93;6;2
2022.01.B_13-10-2022;Ярославская область;F;40-49;4979;112;17;5
2022.01_13-10-2022;Архангельская область;F;18-59;11178;482;30;11
2022.01_13-10-2022;Белгородская область;M;0-17;1182;43;4;0
2022.01_13-10-2022;Брянская область;M;0-17;1010;46;1;0
2022.01_13-10-2022;Брянская область;M;18-59;3787;246;22;15
2022.01_13-10-2022;Владимирская область;F;0-17;4785;80;4;0
2022.01_13-10-2022;Владимирская область;F;18-59;13034;380;49;12
2022.01_13-10-2022;Вологодская область;M;18-59;5957;326;48;16
2022.01_13-10-2022;Воронежская область;F;18-59;15496;702;66;21
2022.01_13-10-2022;г. Севастополь;F;18-59;3058;202;12;2
2022.01_13-10-2022;Ивановская область;F;18-59;9483;254;21;11
2022.01_13-10-2022;Иркутская область;M;18-59;10564;839;85;33
2022.01_13-10-2022;Кабардино-Балкарская Республика;F;18-59;5106;315;69;6
2022.01_13-10-2022;Калининградская область;M;60+;1992;599;129;91
2022.01_13-10-2022;Камчатский край;M;18-59;1173;75;11;6
2022.01_13-10-2022;Карачаево-Черкесская Республика;F;18-59;3802;173;25;6
2022.01_13-10-2022;Кировская область;M;0-17;4076;148;3;0
2022.01_13-10-2022;Кировская область;M;18-59;8501;625;18;8
2022.01_13-10-2022;Курганская область;F;18-59;1973;131;22;2
2022.01_13-10-2022;Ленинградская область;F;18-59;23675;591;61;32
2022.01_13-10-2022;Магаданская область;M;0-17;311;14;0;0
2022.01_13-10-2022;Магаданская область;M;18-59;546;18;3;0
2022.01_13-10-2022;Ненецкий автономный округ;M;0-17;88;6;0;0
2022.01_13-10-2022;Ненецкий автономный округ;F;18-59;483;6;0;0
2022.01_13-10-2022;Нижегородская область;M;60+;5834;1406;326;257
2022.01_13-10-2022;Нижегородская область;F;0-17;6849;156;3;0
2022.01_13-10-2022;Новгородская область;F;0-17;1165;44;1;1
2022.01_13-10-2022;Пермский край;F;18-59;25472;816;34;7
2022.01_13-10-2022;Приморский край;M;60+;1675;946;350;201
2022.01_13-10-2022;Приморский край;F;0-17;799;81;2;0
2022.01_13-10-2022;Псковская область;M;60+;745;230;49;50
2022.01_13-10-2022;Псковская область;F;0-17;835;8;1;0
2022.01_13-10-2022;Республика Дагестан;M;18-59;5312;508;69;10
2022.01_13-10-2022;Республика Ингушетия;M;0-17;505;27;4;0
2022.01_13-10-2022;Республика Калмыкия;F;18-59;4487;252;6;1
2022.01_13-10-2022;Республика Коми;M;0-17;1676;111;0;0
2022.01_13-10-2022;Республика Марий Эл;M;60+;1001;235;44;17
2022.01_13-10-2022;Республика Марий Эл;F;0-17;1094;90;1;0
2022.01_13-10-2022;Республика Мордовия;F;0-17;466;5;0;0
2022.01_13-10-2022;Республика Северная Осетия - Алания;M;0-17;757;95;8;0
2022.01_13-10-2022;Республика Хакасия;F;18-59;4956;323;42;5
2022.01_13-10-2022;Рязанская область;F;60+;2897;467;149;121
2022.01_13-10-2022;Саратовская область;M;60+;2165;609;225;136
2022.01_13-10-2022;Свердловская область;M;0-17;6980;281;11;0
2022.01_13-10-2022;Смоленская область;M;60+;992;302;88;70
2022.01_13-10-2022;Смоленская область;F;0-17;713;24;1;0
2022.01_13-10-2022;Тамбовская область;M;18-59;5410;237;31;14
2022.01_13-10-2022;Тверская область;M;0-17;4234;46;0;1
2022.01_13-10-2022;Тюменская область;M;0-17;5659;68;9;0
2022.01_13-10-2022;Тюменская область;M;18-59;8276;450;66;16
2022.01_13-10-2022;Удмуртская Республика;M;18-59;8448;297;29;6
2022.01_13-10-2022;Хабаровский край;M;60+;1199;630;114;85
2022.01_13-10-2022;Ханты-Мансийский автономный округ - Югра;M;60+;1883;401;80;53
2022.04.B_13-10-2022;Ростовская область;M;40-49;384;59;18;7
2022.04.B_13-10-2022;Ростовская область;M;70-79;484;172;59;19
2022.04.B_13-10-2022;Рязанская область;M;30-39;190;13;1;1
2022.04.B_13-10-2022;Рязанская область;F;0-9;163;13;0;0
2022.04.B_13-10-2022;Рязанская область;F;20-29;218;10;0;0
2022.04.B_13-10-2022;Рязанская область;F;60-69;599;49;2;2
2022.04.B_13-10-2022;Самарская область;M;30-39;273;37;9;5
2022.04.B_13-10-2022;Самарская область;M;50-59;285;73;16;7
2022.04.B_13-10-2022;Самарская область;M;70-79;344;183;39;28
2022.04.B_13-10-2022;Самарская область;F;60-69;743;210;18;9
2022.04.B_13-10-2022;Самарская область;F;80+;372;202;45;33
2022.04.B_13-10-2022;Саратовская область;M;0-9;382;58;6;0
2022.04.B_13-10-2022;Саратовская область;M;60-69;480;137;30;15
2022.04.B_13-10-2022;Сахалинская область;M;30-39;44;11;1;0
2022.04.B_13-10-2022;Сахалинская область;M;50-59;41;15;0;0
2022.04.B_13-10-2022;Свердловская область;M;80+;215;76;11;13
2022.04.B_13-10-2022;Свердловская область;F;70-79;822;205;25;19
2022.04.B_13-10-2022;Смоленская область;M;0-9;86;20;0;0
2022.04.B_13-10-2022;Смоленская область;M;60-69;202;46;10;9
2022.04.B_13-10-2022;Тамбовская область;F;40-49;262;8;0;0
2022.04.B_13-10-2022;Тамбовская область;F;50-59;388;21;1;0
2022.04.B_13-10-2022;Тамбовская область;F;70-79;387;76;11;6
2022.04.B_13-10-2022;Тверская область;M;40-49;205;31;2;1
2022.04.B_13-10-2022;Тверская область;M;50-59;244;50;8;7
2022.04.B_13-10-2022;Тверская область;M;70-79;222;66;13;9
2022.04.B_13-10-2022;Тверская область;F;80+;292;115;36;26
2022.04.B_13-10-2022;Томская область;M;0-9;175;30;1;0
2022.04.B_13-10-2022;Томская область;M;50-59;138;54;5;1
2022.04.B_13-10-2022;Томская область;M;60-69;201;88;19;12
2022.04.B_13-10-2022;Томская область;M;70-79;154;87;19;11
2022.04.B_13-10-2022;Томская область;F;80+;153;83;23;20
2022.04.B_13-10-2022;Тульская область;M;30-39;327;22;2;2
2022.04.B_13-10-2022;Тульская область;F;0-9;301;21;0;0
2022.04.B_13-10-2022;Тульская область;F;окт.19;371;9;1;0
2022.04.B_13-10-2022;Тюменская область;F;окт.19;213;5;0;0
2022.04.B_13-10-2022;Тюменская область;F;30-39;353;31;5;2
2022.04.B_13-10-2022;Тюменская область;F;50-59;350;25;6;1
2022.04.B_13-10-2022;Удмуртская Республика;M;40-49;87;18;2;0
2022.04.B_13-10-2022;Ульяновская область;M;30-39;186;28;8;7
2022.04.B_13-10-2022;Ульяновская область;M;50-59;233;50;7;4
2022.04.B_13-10-2022;Ульяновская область;M;70-79;243;62;10;8
2022.04.B_13-10-2022;Ульяновская область;F;20-29;143;22;0;0
2022.04.B_13-10-2022;Ульяновская область;F;60-69;596;82;8;4
2022.04.B_13-10-2022;Ульяновская область;F;80+;232;80;24;17
2022.04.B_13-10-2022;Ханты-Мансийский автономный округ - Югра;M;80+;19;11;2;4
2022.04.B_13-10-2022;Ханты-Мансийский автономный округ - Югра;F;40-49;210;11;0;0
2022.04.B_13-10-2022;Челябинская область;M;40-49;409;77;9;4
2022.04.B_13-10-2022;Челябинская область;M;50-59;425;82;8;9
2022.04.B_13-10-2022;Челябинская область;M;70-79;359;146;18;22
2022.04.B_13-10-2022;Челябинская область;F;80+;411;179;29;40
2022.04.B_13-10-2022;Чеченская Республика;M;40-49;9;1;1;0
2022.04.B_13-10-2022;Чеченская Республика;M;70-79;2;0;0;0
2022.04.B_13-10-2022;Чукотский автономный округ;F;0-9;12;4;0;0
2022.02.B_02-09-2022;Еврейская автономная область;F;20-29;202;29;0;0
2022.02.B_02-09-2022;Еврейская автономная область;F;60-69;347;57;4;2
2022.02.B_02-09-2022;Забайкальский край;M;20-29;1657;71;3;0
2022.02.B_02-09-2022;Забайкальский край;M;70-79;845;300;64;37
2022.02.B_02-09-2022;Ивановская область;M;0-9;1550;78;1;0
2022.02.B_02-09-2022;Ивановская область;M;60-69;2241;284;42;36
2022.02.B_02-09-2022;Ивановская область;F;50-59;4043;143;12;7
2022.02.B_02-09-2022;Иркутская область;M;50-59;6174;451;48;27
2022.02.B_02-09-2022;Иркутская область;F;окт.19;7136;190;5;0
2022.02.B_02-09-2022;Иркутская область;F;30-39;14136;465;22;12
2022.02.B_02-09-2022;Кабардино-Балкарская Республика;M;50-59;1022;110;26;2
2022.02.B_02-09-2022;Калининградская область;F;0-9;1410;45;2;0
2022.02.B_02-09-2022;Калининградская область;F;70-79;2270;629;82;49
2022.02.B_02-09-2022;Калужская область;M;50-59;1443;135;17;7
2022.02.B_02-09-2022;Калужская область;F;20-29;1139;85;1;1
2022.02.B_02-09-2022;Калужская область;F;70-79;1247;394;78;52
2022.02.B_02-09-2022;Камчатский край;M;50-59;805;80;8;5
2022.02.B_02-09-2022;Камчатский край;F;30-39;1829;45;0;0
2022.02.B_02-09-2022;Карачаево-Черкесская Республика;M;0-9;440;52;2;0
2022.02.B_02-09-2022;Карачаево-Черкесская Республика;M;60-69;746;131;25;13
2022.02.B_02-09-2022;Карачаево-Черкесская Республика;F;50-59;1245;79;11;2
2022.02.B_02-09-2022;Кемеровская область;M;20-29;2077;67;3;1
2022.02.B_02-09-2022;Кемеровская область;M;30-39;3977;201;24;15
2022.02.B_02-09-2022;Кемеровская область;M;70-79;1929;760;153;133
2022.02.B_02-09-2022;Кемеровская область;F;40-49;6473;265;15;13
2022.02.B_02-09-2022;Кемеровская область;F;50-59;6131;365;28;13
2022.02.B_02-09-2022;Кировская область;F;окт.19;4749;120;2;0
2022.02.B_02-09-2022;Кировская область;F;80+;2211;863;168;169
2022.02.B_02-09-2022;Костромская область;F;80+;581;194;38;38
2022.02.B_02-09-2022;Краснодарский край;M;0-9;2846;470;9;3
2022.02.B_02-09-2022;Краснодарский край;M;60-69;6129;1233;302;173
2022.02.B_02-09-2022;Краснодарский край;M;80+;1380;758;387;327
2022.02.B_02-09-2022;Красноярский край;M;70-79;2739;916;265;183
2022.02.B_02-09-2022;Курганская область;M;20-29;1653;28;2;0
2022.02.B_02-09-2022;Курганская область;M;70-79;1172;284;84;36
2022.02.B_02-09-2022;Курская область;F;20-29;1009;100;1;0
2022.02.B_02-09-2022;Курская область;F;70-79;1148;429;126;81
2022.02.B_02-09-2022;Ленинградская область;F;30-39;9937;135;8;5
2022.02.B_02-09-2022;Липецкая область;M;0-9;1153;90;3;1
2022.02.B_02-09-2022;Липецкая область;F;50-59;4175;251;19;10
2022.02.B_02-09-2022;Магаданская область;F;0-9;152;7;0;0
2022.02.B_02-09-2022;Магаданская область;F;80+;112;51;11;7
2022.02.B_02-09-2022;Московская область;M;0-9;7494;526;17;0
2022.02.B_02-09-2022;Московская область;M;60-69;11865;1082;335;120
2022.02.B_02-09-2022;Московская область;F;50-59;20696;628;146;24
2022.02.B_02-09-2022;Мурманская область;M;окт.19;1538;31;2;0
2022.02.B_02-09-2022;Мурманская область;M;80+;212;113;46;40
2022.02.B_02-09-2022;Ненецкий автономный округ;M;0-9;158;9;2;0
2022.02.B_02-09-2022;Ненецкий автономный округ;M;60-69;143;13;4;0
2022.02.B_02-09-2022;Ненецкий автономный округ;F;50-59;275;5;2;0
2022.02.B_02-09-2022;Нижегородская область;M;0-9;4803;285;6;0
2022.02.B_02-09-2022;Нижегородская область;M;80+;1416;596;179;178
2022.02.B_02-09-2022;Новгородская область;M;окт.19;773;21;0;1
2022.03.B_13-10-2022;Магаданская область;M;70-79;41;13;5;5
2022.03.B_13-10-2022;Магаданская область;F;80+;33;10;3;2
2022.03.B_13-10-2022;Московская область;M;0-9;1100;133;10;0
2022.03.B_13-10-2022;Московская область;M;40-49;1482;88;22;15
2022.03.B_13-10-2022;Московская область;M;60-69;1774;256;92;36
2022.03.B_13-10-2022;Мурманская область;F;30-39;326;20;2;0
2022.03.B_13-10-2022;Ненецкий автономный округ;M;40-49;30;2;0;0
2022.03.B_13-10-2022;Ненецкий автономный округ;M;50-59;28;1;0;0
2022.03.B_13-10-2022;Нижегородская область;M;0-9;705;81;3;0
2022.03.B_13-10-2022;Нижегородская область;M;60-69;1582;397;48;24
2022.03.B_13-10-2022;Нижегородская область;F;окт.19;694;33;2;1
2022.03.B_13-10-2022;Новосибирская область;F;80+;814;396;127;89
2022.03.B_13-10-2022;Омская область;M;20-29;246;5;2;1
2022.03.B_13-10-2022;Омская область;M;70-79;448;202;55;36
2022.03.B_13-10-2022;Омская область;F;40-49;792;61;13;3
2022.03.B_13-10-2022;Оренбургская область;M;окт.19;1332;13;0;0
2022.03.B_13-10-2022;Оренбургская область;M;50-59;909;73;18;8
2022.03.B_13-10-2022;Оренбургская область;M;80+;320;133;51;41
2022.03.B_13-10-2022;Оренбургская область;F;20-29;753;49;3;0
2022.03.B_13-10-2022;Оренбургская область;F;70-79;1067;223;49;32
2022.03.B_13-10-2022;Орловская область;M;0-9;346;11;2;0
2022.03.B_13-10-2022;Орловская область;M;60-69;549;166;68;29
2022.03.B_13-10-2022;Орловская область;F;окт.19;412;3;0;0
2022.03.B_13-10-2022;Пензенская область;M;80+;355;174;58;50
2022.03.B_13-10-2022;Пензенская область;F;окт.19;832;17;1;1
2022.03.B_13-10-2022;Пермский край;M;0-9;990;84;3;0
2022.03.B_13-10-2022;Пермский край;F;окт.19;982;15;0;0
2022.03.B_13-10-2022;Пермский край;F;50-59;1851;93;10;6
2022.03.B_13-10-2022;Пермский край;F;80+;979;371;73;54
2022.03.B_13-10-2022;Приморский край;F;50-59;1498;139;17;5
2022.03.B_13-10-2022;Псковская область;M;окт.19;208;4;0;0
2022.03.B_13-10-2022;Псковская область;M;50-59;425;48;10;8
2022.03.B_13-10-2022;Псковская область;M;80+;132;50;14;13
2022.03.B_13-10-2022;Псковская область;F;20-29;230;10;0;0
2022.03.B_13-10-2022;Псковская область;F;70-79;564;140;17;11
2022.03.B_13-10-2022;Республика Адыгея;M;80+;128;52;15;14
2022.03.B_13-10-2022;Республика Адыгея;F;окт.19;172;2;0;0
2022.03.B_13-10-2022;Республика Алтай;M;0-9;146;15;0;0
2022.03.B_13-10-2022;Республика Башкортостан;M;0-9;612;47;8;0
2022.03.B_13-10-2022;Республика Башкортостан;M;40-49;500;40;12;3
2022.03.B_13-10-2022;Республика Башкортостан;M;60-69;1003;138;54;19
2022.03.B_13-10-2022;Республика Бурятия;M;20-29;235;7;1;0
2022.03.B_13-10-2022;Республика Бурятия;M;70-79;352;91;22;12
2022.03.B_13-10-2022;Республика Бурятия;F;40-49;840;28;3;2
2022.03.B_13-10-2022;Республика Дагестан;F;30-39;390;27;1;1
2022.03.B_13-10-2022;Республика Ингушетия;M;0-9;52;2;0;0
2022.03.B_13-10-2022;Республика Ингушетия;M;40-49;28;2;0;0
2022.03.B_13-10-2022;Республика Ингушетия;M;60-69;18;7;3;1
2022.03.B_13-10-2022;Республика Калмыкия;F;20-29;99;4;1;0
2022.03.B_13-10-2022;Республика Карелия;M;окт.19;323;14;1;1
2022.03.B_13-10-2022;Республика Карелия;F;20-29;343;16;1;0
2022.03.B_13-10-2022;Республика Карелия;F;70-79;633;162;19;17
2022.03.B_13-10-2022;Республика Коми;M;0-9;670;76;5;0
2022.03.B_13-10-2022;Республика Коми;M;40-49;722;71;8;0
2022.03.B_13-10-2022;Республика Мордовия;M;60-69;450;112;28;16
2022.03.B_13-10-2022;Республика Мордовия;F;окт.19;231;8;0;0
2022.03.B_13-10-2022;Республика Мордовия;F;20-29;218;13;0;0
2022.03.B_13-10-2022;Республика Саха (Якутия);M;30-39;737;46;5;0
2022.03.B_13-10-2022;Республика Саха (Якутия);F;40-49;1211;67;4;1
2022.03.B_13-10-2022;Республика Саха (Якутия);F;50-59;1299;145;17;4
2022.03.B_13-10-2022;Республика Северная Осетия - Алания;M;40-49;57;7;0;0
2022.03.B_13-10-2022;Республика Северная Осетия - Алания;F;окт.19;43;8;2;0
2022.03.B_13-10-2022;Республика Татарстан;M;30-39;928;60;6;4
2022.03.B_13-10-2022;Республика Татарстан;F;40-49;1168;73;12;3
2022.03.B_13-10-2022;Республика Тыва;M;окт.19;16;2;0;0
2022.03.B_13-10-2022;Республика Тыва;M;80+;3;2;2;1
2022.03.B_13-10-2022;Республика Хакасия;M;0-9;164;15;1;1
2022.03.B_13-10-2022;Республика Хакасия;M;60-69;233;77;20;13
2022.03.B_13-10-2022;Республика Хакасия;F;50-59;254;41;7;3
2022.03.B_13-10-2022;Ростовская область;M;0-9;1302;101;2;1
2022.03.B_13-10-2022;Ростовская область;M;60-69;2472;469;128;43
2022.03.B_13-10-2022;Ростовская область;F;50-59;3113;193;28;8
2022.03.B_13-10-2022;Рязанская область;M;окт.19;482;12;0;0
2022.03.B_13-10-2022;Рязанская область;F;40-49;809;11;1;2
2022.03.B_13-10-2022;Самарская область;M;40-49;1326;132;27;20
2022.03.B_13-10-2022;Самарская область;M;50-59;1489;163;24;17
2022.03.B_13-10-2022;Самарская область;F;окт.19;1313;26;0;0
2022.03.B_13-10-2022;Саратовская область;M;40-49;1370;104;18;7
2022.03.B_13-10-2022;Саратовская область;F;окт.19;1255;38;1;0
2022.03.B_13-10-2022;Сахалинская область;F;0-9;93;12;1;0
2022.03.B_13-10-2022;Свердловская область;F;80+;2549;757;127;161
2022.03.B_13-10-2022;Смоленская область;M;окт.19;319;9;0;0
2022.03.B_13-10-2022;Смоленская область;M;20-29;211;13;0;0
2022.03.B_13-10-2022;Ставропольский край;F;0-9;344;38;0;0
2022.03.B_13-10-2022;Ставропольский край;F;60-69;1038;224;18;10
2022.03.B_13-10-2022;Тамбовская область;M;50-59;645;47;6;3
2022.03.B_13-10-2022;Тамбовская область;F;20-29;358;13;0;0
2022.03.B_13-10-2022;Тамбовская область;F;30-39;722;25;1;1
2022.03.B_13-10-2022;Тамбовская область;F;70-79;844;165;12;9
2022.03.B_13-10-2022;Тверская область;M;40-49;579;46;7;3
2022.03.B_13-10-2022;Тверская область;F;окт.19;372;10;0;0
2022.03.B_13-10-2022;Томская область;F;20-29;596;45;3;0
2022.03.B_13-10-2022;Томская область;F;30-39;984;49;3;1
2022.03.B_13-10-2022;Томская область;F;70-79;712;199;34;20
2022.03.B_13-10-2022;Тульская область;F;0-9;697;30;1;0
2022.03.B_13-10-2022;Тульская область;F;60-69;1536;169;34;23
2022.03.B_13-10-2022;Тюменская область;M;окт.19;1008;13;1;0
2022.03.B_13-10-2022;Удмуртская Республика;M;0-9;557;69;0;0
2022.03.B_13-10-2022;Удмуртская Республика;M;80+;181;101;30;16
2022.03.B_13-10-2022;Ульяновская область;M;0-9;1252;92;1;0
2022.03.B_13-10-2022;Ульяновская область;M;60-69;1079;173;46;25
2022.03.B_13-10-2022;Хабаровский край;M;40-49;736;92;12;6
2022.03.B_13-10-2022;Ханты-Мансийский автономный округ - Югра;M;40-49;657;44;9;4
2022.03.B_13-10-2022;Ханты-Мансийский автономный округ - Югра;F;окт.19;718;26;0;0
2022.03.B_13-10-2022;Челябинская область;M;60-69;1682;347;37;31
2022.03.B_13-10-2022;Челябинская область;F;20-29;1052;121;0;0
2022.03.B_13-10-2022;Челябинская область;F;70-79;1857;456;55;49
2022.04.B_13-10-2022;Республика Мордовия;F;50-59;162;21;2;1
2022.04.B_13-10-2022;Республика Саха (Якутия);F;40-49;354;32;4;0
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;M;20-29;21;0;0;0
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;M;70-79;21;5;1;1
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;F;40-49;68;1;1;1
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;F;50-59;72;0;0;0
2022.04.B_13-10-2022;Республика Северная Осетия - Алания;F;80+;28;4;1;0
2022.04.B_13-10-2022;Республика Татарстан;M;20-29;536;24;2;0
2022.04.B_13-10-2022;Республика Татарстан;M;30-39;575;39;6;3
2022.04.B_13-10-2022;Республика Татарстан;M;70-79;298;99;20;8
2022.04.B_13-10-2022;Республика Татарстан;F;80+;388;163;23;13
2022.04.B_13-10-2022;Республика Тыва;F;окт.19;5;3;0;0
2022.04.B_13-10-2022;Республика Хакасия;M;70-79;28;11;4;1
2022.04.B_13-10-2022;Ростовская область;F;40-49;543;32;4;1
2022.04.B_13-10-2022;Рязанская область;M;50-59;207;28;3;0
2022.04.B_13-10-2022;Рязанская область;F;30-39;286;13;2;1
2022.04.B_13-10-2022;Рязанская область;F;70-79;442;63;16;8
2022.04.B_13-10-2022;Самарская область;M;0-9;175;25;1;0
2022.04.B_13-10-2022;Самарская область;M;60-69;434;171;22;16
2022.04.B_13-10-2022;Самарская область;F;50-59;508;73;7;4
2022.04.B_13-10-2022;Саратовская область;M;20-29;245;17;4;0
2022.04.B_13-10-2022;Саратовская область;M;30-39;290;28;4;3
2022.04.B_13-10-2022;Саратовская область;F;0-9;266;54;5;0
2022.04.B_13-10-2022;Саратовская область;F;40-49;434;43;10;2
2022.04.B_13-10-2022;Саратовская область;F;60-69;723;133;35;11
2022.04.B_13-10-2022;Сахалинская область;F;30-39;46;8;0;0
2022.04.B_13-10-2022;Сахалинская область;F;70-79;58;23;2;1
2022.04.B_13-10-2022;Свердловская область;M;20-29;465;16;4;0
2022.04.B_13-10-2022;Свердловская область;M;70-79;452;144;15;18
2022.04.B_13-10-2022;Свердловская область;F;40-49;916;45;3;5
2022.04.B_13-10-2022;Смоленская область;M;окт.19;84;6;0;0
2022.04.B_13-10-2022;Смоленская область;M;50-59;149;19;3;3
2022.04.B_13-10-2022;Смоленская область;M;80+;39;20;2;1
2022.04.B_13-10-2022;Смоленская область;F;20-29;86;4;0;0
2022.04.B_13-10-2022;Смоленская область;F;70-79;254;64;11;10
2022.04.B_13-10-2022;Ставропольский край;F;30-39;307;54;2;1
2022.04.B_13-10-2022;Тамбовская область;M;0-9;102;6;0;0
2022.04.B_13-10-2022;Тамбовская область;M;40-49;164;12;0;0
2022.04.B_13-10-2022;Тамбовская область;M;50-59;183;23;4;2
2022.04.B_13-10-2022;Тамбовская область;M;60-69;375;39;3;6
2022.04.B_13-10-2022;Тверская область;F;40-49;328;22;3;2
2022.04.B_13-10-2022;Тверская область;F;50-59;427;35;3;1
2022.04.B_13-10-2022;Томская область;M;80+;66;44;19;12
2022.04.B_13-10-2022;Томская область;F;20-29;179;16;1;0
2022.04.B_13-10-2022;Тульская область;M;окт.19;364;3;0;0
2022.04.B_13-10-2022;Тульская область;F;20-29;266;10;0;0
2022.04.B_13-10-2022;Тульская область;F;30-39;369;21;2;1
2022.04.B_13-10-2022;Тюменская область;F;20-29;221;13;0;0
2022.04.B_13-10-2022;Ульяновская область;M;0-9;245;23;0;0
2022.04.B_13-10-2022;Ульяновская область;M;60-69;427;103;24;12
2022.04.B_13-10-2022;Ульяновская область;F;50-59;432;27;4;2
2022.04.B_13-10-2022;Хабаровский край;M;70-79;135;79;10;3
2022.04.B_13-10-2022;Ханты-Мансийский автономный округ - Югра;M;40-49;144;19;4;2
2022.03.B_13-10-2022;Чеченская Республика;M;0-9;61;39;0;0
2022.03.B_13-10-2022;Чеченская Республика;M;60-69;15;6;0;0
2022.03.B_13-10-2022;Чеченская Республика;F;50-59;85;2;0;0
2022.03.B_13-10-2022;Чувашская Республика;M;80+;129;93;40;24
2022.03.B_13-10-2022;Чукотский автономный округ;M;20-29;23;1;0;0
2022.03.B_13-10-2022;Чукотский автономный округ;M;30-39;46;3;0;0
2022.03.B_13-10-2022;Чукотский автономный округ;M;70-79;3;0;0;0
2022.03.B_13-10-2022;Чукотский автономный округ;F;40-49;55;2;0;0
2022.03.B_13-10-2022;Ямало-Ненецкий автономный округ;M;20-29;263;9;0;0
2022.03.B_13-10-2022;Ямало-Ненецкий автономный округ;M;70-79;85;38;6;4
2022.03.B_13-10-2022;Ярославская область;M;20-29;239;7;0;0
2022.03.B_13-10-2022;Ярославская область;M;70-79;331;97;30;11
2022.03.B_13-10-2022;Ярославская область;F;50-59;690;40;8;5
2022.03_13-10-2022;Архангельская область;F;0-17;555;19;0;0
2022.03_13-10-2022;Архангельская область;F;60+;2262;638;120;79
2022.03_13-10-2022;Белгородская область;M;0-17;283;46;2;1
2022.03_13-10-2022;Брянская область;M;18-59;2227;95;23;13
2022.03_13-10-2022;Владимирская область;F;18-59;3045;140;14;3
2022.03_13-10-2022;Волгоградская область;F;18-59;6622;501;56;12
2022.03_13-10-2022;г. Санкт-Петербург;F;60+;9607;2336;644;377
2022.03_13-10-2022;г. Севастополь;F;0-17;280;40;0;0
2022.03_13-10-2022;г. Севастополь;F;60+;1065;256;60;46
2022.03_13-10-2022;Еврейская автономная область;M;60+;243;100;14;18
2022.03_13-10-2022;Забайкальский край;M;60+;1923;582;143;70
2022.03_13-10-2022;Ивановская область;F;0-17;865;30;0;0
2022.03_13-10-2022;Калужская область;F;60+;1712;422;74;69
2022.03_13-10-2022;Камчатский край;M;0-17;360;20;0;0
2022.03_13-10-2022;Камчатский край;M;60+;331;115;30;14
2022.03_13-10-2022;Карачаево-Черкесская Республика;F;0-17;131;13;0;0
2022.03_13-10-2022;Карачаево-Черкесская Республика;F;60+;492;126;31;9
2022.03_13-10-2022;Кировская область;M;18-59;3108;266;10;3
2022.03_13-10-2022;Краснодарский край;F;0-17;988;121;2;0
2022.03_13-10-2022;Краснодарский край;F;60+;5755;1517;467;246
2022.03_13-10-2022;Красноярский край;M;60+;2720;975;284;209
2022.03_13-10-2022;Курганская область;M;60+;2020;475;177;65
2022.03_13-10-2022;Курская область;M;0-17;507;39;2;0
2022.03_13-10-2022;Курская область;M;60+;1177;414;124;79
2022.03_13-10-2022;Ленинградская область;M;60+;1569;387;65;78
2022.03_13-10-2022;Липецкая область;F;0-17;680;37;1;1
2022.03_13-10-2022;Магаданская область;M;18-59;245;25;4;2
