data_point;region;gender;age_group;count_zab;count_hosp;count_severe;count_death
2022.01.B_13-10-2022;Чукотский автономный округ;F;50-59;26;2;1;0
2022.01.B_13-10-2022;Ямало-Ненецкий автономный округ;F;0-9;1068;34;1;0
2022.01.B_13-10-2022;Ямало-Ненецкий автономный округ;F;60-69;490;85;10;3
2022.01.B_13-10-2022;Ярославская область;M;40-49;3016;114;18;5
2022.01_13-10-2022;Алтайский край;M;60+;2468;875;336;179
2022.01_13-10-2022;Алтайский край;F;18-59;13810;859;101;34
2022.01_13-10-2022;Амурская область;M;60+;405;215;72;39
2022.01_13-10-2022;Архангельская область;M;18-59;7252;462;47;10
2022.01_13-10-2022;Белгородская область;F;0-17;1119;52;5;1
2022.01_13-10-2022;Брянская область;M;60+;1144;371;82;75
2022.01_13-10-2022;Владимирская область;F;60+;5188;1026;272;170
2022.01_13-10-2022;Вологодская область;F;60+;2862;716;218;124
2022.01_13-10-2022;Воронежская область;F;0-17;4133;144;5;0
2022.01_13-10-2022;Воронежская область;F;60+;5285;1226;245;175
2022.01_13-10-2022;г. Москва;M;18-59;134077;1790;1537;210
2022.01_13-10-2022;г. Санкт-Петербург;F;0-17;23873;639;20;1
2022.01_13-10-2022;г. Санкт-Петербург;F;60+;30640;4991;1536;1135
2022.01_13-10-2022;г. Севастополь;F;0-17;739;37;3;0
2022.01_13-10-2022;Еврейская автономная область;F;18-59;218;35;2;1
2022.01_13-10-2022;Забайкальский край;M;60+;514;264;63;40
2022.01_13-10-2022;Забайкальский край;F;18-59;3281;469;32;8
2022.01_13-10-2022;Ивановская область;M;18-59;5878;233;30;23
2022.01_13-10-2022;Калужская область;M;18-59;4469;250;31;17
2022.01_13-10-2022;Карачаево-Черкесская Республика;F;0-17;630;15;0;0
2022.01_13-10-2022;Кемеровская область;M;60+;2241;837;201;177
2022.01_13-10-2022;Краснодарский край;F;0-17;2586;149;8;0
2022.01_13-10-2022;Красноярский край;M;0-17;5194;147;12;2
2022.01_13-10-2022;Красноярский край;F;60+;4992;1819;544;388
2022.01_13-10-2022;Курганская область;M;0-17;635;12;0;0
2022.01_13-10-2022;Курганская область;M;60+;469;183;78;22
2022.01_13-10-2022;Курская область;M;0-17;848;47;5;0
2022.01_13-10-2022;Ленинградская область;F;60+;7241;1387;330;304
2022.01_13-10-2022;Липецкая область;M;60+;1020;271;69;57
2022.01_13-10-2022;Ненецкий автономный округ;F;0-17;71;4;0;0
2022.01_13-10-2022;Новгородская область;M;0-17;1331;60;0;0
2022.01_13-10-2022;Новгородская область;M;60+;814;331;67;62
2022.01_13-10-2022;Новгородская область;F;18-59;4116;347;12;5
2022.01_13-10-2022;Омская область;M;0-17;1969;113;2;0
2022.01_13-10-2022;Оренбургская область;M;18-59;4703;196;30;10
2022.01_13-10-2022;Пензенская область;M;18-59;5148;326;30;10
2022.01_13-10-2022;Пензенская область;F;0-17;2538;91;0;0
2022.01_13-10-2022;Пермский край;M;60+;3271;854;182;127
2022.01_13-10-2022;Приморский край;M;18-59;3790;679;107;24
2022.01_13-10-2022;Псковская область;M;18-59;2046;172;20;18
2022.01_13-10-2022;Республика Адыгея;M;18-59;2044;180;17;6
2022.01_13-10-2022;Республика Алтай;M;18-59;808;66;6;1
2022.01_13-10-2022;Республика Калмыкия;F;0-17;1669;22;1;0
2022.01_13-10-2022;Республика Калмыкия;F;60+;1378;262;51;20
2022.01_13-10-2022;Республика Марий Эл;M;18-59;3464;177;20;2
2022.01_13-10-2022;Республика Северная Осетия - Алания;F;60+;1571;300;73;73
2022.01.B_13-10-2022;г. Севастополь;F;40-49;858;52;3;2
2022.01.B_13-10-2022;Еврейская автономная область;F;окт.19;37;2;0;0
2022.01.B_13-10-2022;Еврейская автономная область;F;50-59;52;8;0;0
2022.01.B_13-10-2022;Забайкальский край;M;30-39;607;98;6;1
2022.01.B_13-10-2022;Забайкальский край;F;0-9;505;49;2;0
2022.01.B_13-10-2022;Забайкальский край;F;60-69;568;209;39;13
2022.01.B_13-10-2022;Ивановская область;M;0-9;1158;33;1;0
2022.01.B_13-10-2022;Ивановская область;M;окт.19;1977;12;1;0
2022.01.B_13-10-2022;Ивановская область;M;50-59;1407;104;12;10
2022.01.B_13-10-2022;Ивановская область;F;80+;606;206;58;75
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;M;окт.19;936;24;1;0
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;M;30-39;804;30;11;1
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;M;50-59;634;79;33;2
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;F;0-9;597;80;10;0
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;F;20-29;902;55;2;0
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;F;60-69;1265;204;98;15
2022.01.B_13-10-2022;Кабардино-Балкарская Республика;F;80+;288;101;65;22
2022.01.B_13-10-2022;Калининградская область;M;0-9;1259;32;0;0
2022.01.B_13-10-2022;Калининградская область;M;окт.19;2128;45;1;0
2022.01.B_13-10-2022;Калининградская область;M;50-59;1697;159;17;8
2022.01.B_13-10-2022;Калужская область;M;0-9;426;23;0;0
2022.01.B_13-10-2022;Калужская область;M;20-29;675;11;0;0
2022.01.B_13-10-2022;Калужская область;M;60-69;871;196;41;33
2022.01.B_13-10-2022;Камчатский край;F;0-9;341;9;2;0
2022.01.B_13-10-2022;Камчатский край;F;50-59;392;37;7;1
2022.01.B_13-10-2022;Камчатский край;F;70-79;179;54;7;5
2022.01.B_13-10-2022;Карачаево-Черкесская Республика;M;80+;106;46;22;18
2022.01.B_13-10-2022;Кемеровская область;F;30-39;3559;194;9;7
2022.01.B_13-10-2022;Кировская область;M;20-29;1275;53;0;0
2022.01.B_13-10-2022;Кировская область;F;40-49;3856;231;12;4
2022.01.B_13-10-2022;Кировская область;F;50-59;2734;305;17;9
2022.01.B_13-10-2022;Кировская область;F;70-79;965;443;33;27
2022.01.B_13-10-2022;Костромская область;M;70-79;115;57;12;7
2022.01.B_13-10-2022;Костромская область;F;80+;140;77;21;19
2022.01.B_13-10-2022;Краснодарский край;M;60-69;2575;823;276;149
2022.01.B_13-10-2022;Краснодарский край;M;80+;518;356;210;180
2022.01.B_13-10-2022;Краснодарский край;F;40-49;6147;368;37;12
2022.01.B_13-10-2022;Красноярский край;M;40-49;2702;221;32;8
2022.01.B_13-10-2022;Красноярский край;F;30-39;4458;232;15;3
2022.01.B_13-10-2022;Курганская область;M;окт.19;460;8;0;0
2022.01.B_13-10-2022;Курская область;M;40-49;672;75;12;5
2022.01.B_13-10-2022;Ленинградская область;M;80+;334;174;65;78
2022.01.B_13-10-2022;Ленинградская область;F;40-49;6605;155;17;13
2022.01.B_13-10-2022;Липецкая область;F;30-39;1472;53;2;1
2022.01.B_13-10-2022;Магаданская область;M;80+;5;3;0;0
2022.01.B_13-10-2022;Магаданская область;F;40-49;230;4;0;0
2022.01.B_13-10-2022;Магаданская область;F;70-79;46;17;4;2
2022.01.B_13-10-2022;Мурманская область;M;40-49;1450;87;9;5
2022.01.B_13-10-2022;Ненецкий автономный округ;M;80+;1;0;0;0
2022.01.B_13-10-2022;Ненецкий автономный округ;F;40-49;140;1;0;0
2022.01.B_13-10-2022;Нижегородская область;M;окт.19;5747;108;2;0
2022.01.B_13-10-2022;Нижегородская область;F;20-29;4898;212;10;1
2022.01.B_13-10-2022;Ямало-Ненецкий автономный округ;F;80+;38;15;4;3
2022.01.B_13-10-2022;Ярославская область;M;0-9;1414;74;3;0
2022.01.B_13-10-2022;Ярославская область;M;60-69;1725;267;54;29
2022.01.B_13-10-2022;Ярославская область;F;50-59;3879;145;20;6
2022.01_13-10-2022;Архангельская область;F;0-17;2589;82;2;0
2022.01_13-10-2022;Белгородская область;F;60+;2023;443;114;90
2022.01_13-10-2022;Волгоградская область;F;60+;4883;1281;387;156
2022.01_13-10-2022;Вологодская область;F;0-17;2407;116;2;0
2022.01_13-10-2022;г. Севастополь;M;18-59;1815;225;19;15
2022.01_13-10-2022;Еврейская автономная область;M;0-17;51;5;0;0
2022.01_13-10-2022;Забайкальский край;M;0-17;1401;101;2;0
2022.01_13-10-2022;Иркутская область;F;0-17;6103;215;8;0
2022.01_13-10-2022;Кабардино-Балкарская Республика;F;0-17;1326;106;16;0
2022.01_13-10-2022;Кабардино-Балкарская Республика;F;60+;1996;434;209;45
2022.01_13-10-2022;Калининградская область;F;60+;3905;1133;204;145
2022.01_13-10-2022;Камчатский край;M;0-17;1056;30;1;0
2022.01_13-10-2022;Карачаево-Черкесская Республика;M;18-59;2272;124;14;5
2022.01_13-10-2022;Кировская область;M;60+;2173;790;93;86
2022.01_13-10-2022;Костромская область;M;60+;478;163;36;25
2022.01_13-10-2022;Костромская область;F;18-59;2212;106;7;2
2022.01_13-10-2022;Ленинградская область;M;0-17;6179;75;0;0
2022.01_13-10-2022;Магаданская область;M;60+;105;31;7;5
2022.01_13-10-2022;Московская область;M;18-59;56792;2007;501;94
2022.01_13-10-2022;Мурманская область;F;60+;2064;564;122;76
2022.01_13-10-2022;Ненецкий автономный округ;M;18-59;307;17;2;0
2022.01_13-10-2022;Нижегородская область;M;18-59;23129;1057;110;41
2022.01_13-10-2022;Новосибирская область;M;0-17;6220;185;6;0
2022.01_13-10-2022;Новосибирская область;M;60+;3497;1173;327;230
2022.01_13-10-2022;Новосибирская область;F;18-59;21102;977;89;28
2022.01_13-10-2022;Орловская область;M;18-59;4640;396;106;18
2022.01_13-10-2022;Республика Башкортостан;M;18-59;8195;250;73;18
2022.01_13-10-2022;Республика Бурятия;F;60+;4394;899;176;93
2022.01_13-10-2022;Республика Дагестан;F;0-17;1567;100;5;0
2022.01_13-10-2022;Республика Ингушетия;M;18-59;1225;86;7;2
2022.01_13-10-2022;Республика Карелия;F;0-17;1542;31;0;0
2022.01_13-10-2022;Республика Коми;M;18-59;4856;395;46;11
2022.01_13-10-2022;Республика Крым;M;0-17;988;102;5;0
2022.01_13-10-2022;Республика Крым;M;60+;870;392;127;63
2022.01_13-10-2022;Республика Крым;F;18-59;3855;472;58;10
2022.01_13-10-2022;Республика Мордовия;M;0-17;577;19;0;0
2022.01_13-10-2022;Республика Мордовия;F;18-59;1756;158;16;9
2022.01_13-10-2022;Республика Северная Осетия - Алания;F;0-17;699;81;6;0
2022.01_13-10-2022;Республика Тыва;M;0-17;3863;155;11;1
2022.01_13-10-2022;Республика Тыва;M;60+;527;168;30;13
2022.01_13-10-2022;Республика Тыва;F;18-59;9595;1027;44;5
2022.01_13-10-2022;Республика Хакасия;F;0-17;1964;54;3;0
2022.01_13-10-2022;Республика Хакасия;F;60+;1518;399;158;67
2022.01_13-10-2022;Свердловская область;F;0-17;6346;246;10;0
2022.01_13-10-2022;Смоленская область;M;18-59;3446;228;33;14
2022.01_13-10-2022;Тульская область;M;18-59;9222;419;53;31
2022.01_13-10-2022;Удмуртская Республика;M;0-17;4296;180;10;0
2022.01_13-10-2022;Ульяновская область;M;60+;1314;281;73;57
2022.01_13-10-2022;Хабаровский край;F;0-17;943;61;2;0
2022.01_13-10-2022;Хабаровский край;F;60+;2303;1168;184;127
2022.01_13-10-2022;Саратовская область;M;18-59;6439;486;120;40
2022.01_13-10-2022;Сахалинская область;F;60+;1011;566;123;95
2022.01_13-10-2022;Свердловская область;F;18-59;26776;1315;54;34
2022.01_13-10-2022;Ставропольский край;M;0-17;4386;177;2;0
2022.01_13-10-2022;Ставропольский край;M;60+;3487;1081;216;163
2022.01_13-10-2022;Тверская область;M;18-59;10285;501;42;18
