data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2022.09_11-11-2022.X,Республика Татарстан,18-59,11631,804,31,13
2022.09_11-11-2022.X,Республика Татарстан,60+,6318,1391,172,95
2022.09_11-11-2022.X,Республика Тыва,18+,1284,202,33,6
2022.09_11-11-2022.X,Республика Тыва,18-59,905,97,7,0
2022.09_11-11-2022.X,Республика Тыва,60+,379,105,26,6
2022.09_11-11-2022.X,Республика Хакасия,18+,6698,564,74,51
2022.09_11-11-2022.X,Республика Хакасия,18-59,4238,177,11,6
2022.09_11-11-2022.X,Республика Хакасия,60+,2460,387,63,45
2022.09_11-11-2022.X,Ростовская область,18+,21733,1982,320,162
2022.09_11-11-2022.X,Ростовская область,18-59,12905,551,55,19
2022.09_11-11-2022.X,Ростовская область,60+,8828,1431,265,143
2022.09_11-11-2022.X,Рязанская область,18+,10474,331,49,34
2022.09_11-11-2022.X,Рязанская область,18-59,6489,72,5,3
2022.09_11-11-2022.X,Рязанская область,60+,3985,259,44,31
2022.09_11-11-2022.X,Самарская область,18+,48913,2605,287,168
2022.09_11-11-2022.X,Самарская область,18-59,31062,677,67,34
2022.09_11-11-2022.X,Самарская область,60+,17851,1928,220,134
2022.09_11-11-2022.X,Саратовская область,18+,21389,1582,181,64
2022.09_11-11-2022.X,Саратовская область,18-59,13296,611,31,5
2022.09_11-11-2022.X,Саратовская область,60+,8093,971,150,59
2022.09_11-11-2022.X,Сахалинская область,18+,1539,184,12,2
2022.09_11-11-2022.X,Сахалинская область,18-59,983,54,0,0
2022.09_11-11-2022.X,Сахалинская область,60+,556,130,12,2
2022.09_11-11-2022.X,Свердловская область,18+,48457,3948,226,282
2022.09_11-11-2022.X,Свердловская область,18-59,30578,1413,58,35
2022.09_11-11-2022.X,Свердловская область,60+,17879,2535,168,247
2022.09_11-11-2022.X,Смоленская область,18+,7144,638,57,60
2022.09_11-11-2022.X,Смоленская область,18-59,4368,181,7,6
2022.09_11-11-2022.X,Смоленская область,60+,2776,457,50,54
2022.09_11-11-2022.X,Ставропольский край,18+,19907,1696,88,56
2022.09_11-11-2022.X,Ставропольский край,18-59,12505,616,12,3
2022.09_11-11-2022.X,Ставропольский край,60+,7402,1080,76,53
2022.09_11-11-2022.X,Тамбовская область,18+,11760,666,53,71
2022.09_11-11-2022.X,Тамбовская область,18-59,7059,210,5,8
2022.09_11-11-2022.X,Тамбовская область,60+,4701,456,48,63
2022.09_11-11-2022.X,Тверская область,18+,10156,482,32,42
2022.09_11-11-2022.X,Тверская область,18-59,6609,166,6,4
2022.09_11-11-2022.X,Тверская область,60+,3547,316,26,38
2022.09_11-11-2022.X,Томская область,18+,13364,1229,179,120
2022.09_11-11-2022.X,Томская область,18-59,8538,340,30,19
2022.09_11-11-2022.X,Томская область,60+,4826,889,149,101
2022.09_11-11-2022.X,Тульская область,18+,12835,673,159,122
2022.09_11-11-2022.X,Тульская область,18-59,7817,180,29,15
2022.09_11-11-2022.X,Тульская область,60+,5018,493,130,107
2022.09_11-11-2022.X,Тюменская область,18+,28716,920,84,55
2022.09_11-11-2022.X,Тюменская область,18-59,19108,326,21,10
2022.09_11-11-2022.X,Тюменская область,60+,9608,594,63,45
2022.09_11-11-2022.X,Удмуртская Республика,18+,27486,1414,141,71
2022.09_11-11-2022.X,Удмуртская Республика,18-59,18119,518,27,12
2022.09_11-11-2022.X,Удмуртская Республика,60+,9367,896,114,59
2022.09_11-11-2022.X,Ульяновская область,18+,10790,604,52,61
2022.09_11-11-2022.X,Ульяновская область,18-59,6457,185,8,8
2022.09_11-11-2022.X,Ульяновская область,60+,4333,419,44,53
2022.09_11-11-2022.X,Хабаровский край,18+,8591,568,61,41
2022.09_11-11-2022.X,Хабаровский край,18-59,5720,194,14,5
2022.09_11-11-2022.X,Хабаровский край,60+,2871,374,47,36
2022.09_11-11-2022.X,Ханты-Мансийский автономный округ - Югра,18+,17242,758,68,40
2022.09_11-11-2022.X,Ханты-Мансийский автономный округ - Югра,18-59,12640,291,17,6
2022.09_11-11-2022.X,Ханты-Мансийский автономный округ - Югра,60+,4602,467,51,34
2022.09_11-11-2022.X,Челябинская область,18+,32693,2215,193,180
2022.09_11-11-2022.X,Челябинская область,18-59,21675,713,49,32
2022.09_11-11-2022.X,Челябинская область,60+,11018,1502,144,148
2022.09_11-11-2022.X,Чеченская Республика,18+,560,96,10,0
2022.09_11-11-2022.X,Чеченская Республика,18-59,393,66,5,0
2022.09_11-11-2022.X,Чеченская Республика,60+,167,30,5,0
2022.09_11-11-2022.X,Чувашская Республика,18+,8426,561,77,42
2022.09_11-11-2022.X,Чувашская Республика,18-59,4973,167,16,8
2022.09_11-11-2022.X,Чувашская Республика,60+,3453,394,61,34
2022.09_11-11-2022.X,Чукотский автономный округ,18+,236,9,1,0
2022.09_11-11-2022.X,Чукотский автономный округ,18-59,201,3,0,0
2022.09_11-11-2022.X,Чукотский автономный округ,60+,35,6,1,0
2022.09_11-11-2022.X,Ямало-Ненецкий автономный округ,18+,4250,252,32,6
2022.09_11-11-2022.X,Ямало-Ненецкий автономный округ,18-59,3538,157,13,0
2022.09_11-11-2022.X,Ямало-Ненецкий автономный округ,60+,712,95,19,6
2022.09_11-11-2022.X,Ярославская область,18+,18547,893,138,113
2022.09_11-11-2022.X,Ярославская область,18-59,12227,236,19,13
2022.09_11-11-2022.X,Ярославская область,60+,6320,657,119,100
2022.09_11-11-2022.X,г. Москва,18+,117249,2386,3044,1059
2022.09_11-11-2022.X,г. Москва,18-59,77601,619,795,115
2022.09_11-11-2022.X,г. Москва,60+,39648,1767,2249,944
2022.09_11-11-2022.X,г. Санкт-Петербург,18+,77331,5658,1084,633
2022.09_11-11-2022.X,г. Санкт-Петербург,18-59,52463,2060,189,69
2022.09_11-11-2022.X,г. Санкт-Петербург,60+,24868,3598,895,564
2022.09_11-11-2022.X,г. Севастополь,18+,3330,327,49,28
2022.09_11-11-2022.X,г. Севастополь,18-59,1600,120,9,2
2022.09_11-11-2022.X,г. Севастополь,60+,1730,207,40,26
2022.10_13-12-2022.X,Алтайский край,18+,5303,942,158,75
2022.10_13-12-2022.X,Алтайский край,18-59,2698,202,25,12
2022.10_13-12-2022.X,Алтайский край,60+,2605,740,133,63
2022.10_13-12-2022.X,Амурская область,18+,1952,282,67,39
2022.10_13-12-2022.X,Амурская область,18-59,1086,81,14,4
2022.10_13-12-2022.X,Амурская область,60+,866,201,53,35
2022.10_13-12-2022.X,Архангельская область,18+,3632,580,91,58
2022.10_13-12-2022.X,Архангельская область,18-59,1696,129,18,8
2022.10_13-12-2022.X,Архангельская область,60+,1936,451,73,50
2022.10_13-12-2022.X,Астраханская область,18+,518,166,29,15
2022.10_13-12-2022.X,Астраханская область,18-59,289,73,6,2
2022.10_13-12-2022.X,Астраханская область,60+,229,93,23,13
2022.10_13-12-2022.X,Белгородская область,18+,3416,406,60,40
2022.10_13-12-2022.X,Белгородская область,18-59,1768,107,4,1
2022.10_13-12-2022.X,Белгородская область,60+,1648,299,56,39
2022.10_13-12-2022.X,Брянская область,18+,1882,113,25,18
2022.10_13-12-2022.X,Брянская область,18-59,935,23,3,1
2022.10_13-12-2022.X,Брянская область,60+,947,90,22,17
2022.10_13-12-2022.X,Владимирская область,18+,4598,403,58,43
2022.10_13-12-2022.X,Владимирская область,18-59,2464,70,5,2
2022.10_13-12-2022.X,Владимирская область,60+,2134,333,53,41
2022.10_13-12-2022.X,Волгоградская область,18+,2944,386,72,30
2022.10_13-12-2022.X,Волгоградская область,18-59,1857,95,13,2
2022.10_13-12-2022.X,Волгоградская область,60+,1087,291,59,28
2022.10_13-12-2022.X,Вологодская область,18+,3463,386,57,39
2022.10_13-12-2022.X,Вологодская область,18-59,1762,101,9,2
2022.10_13-12-2022.X,Вологодская область,60+,1701,285,48,37
2022.10_13-12-2022.X,Воронежская область,18+,7224,747,100,67
2022.10_13-12-2022.X,Воронежская область,18-59,4053,197,21,7
2022.10_13-12-2022.X,Воронежская область,60+,3171,550,79,60
2022.10_13-12-2022.X,Еврейская автономная область,18+,219,35,5,2
2022.10_13-12-2022.X,Еврейская автономная область,18-59,110,2,0,0
2022.10_13-12-2022.X,Еврейская автономная область,60+,109,33,5,2
2022.10_13-12-2022.X,Забайкальский край,18+,2342,329,25,12
2022.10_13-12-2022.X,Забайкальский край,18-59,1393,132,4,3
2022.10_13-12-2022.X,Забайкальский край,60+,949,197,21,9
2022.10_13-12-2022.X,Ивановская область,18+,2486,259,8,32
2022.10_13-12-2022.X,Ивановская область,18-59,1063,51,2,2
2022.10_13-12-2022.X,Ивановская область,60+,1423,208,6,30
2022.10_13-12-2022.X,Иркутская область,18+,5807,936,110,76
2022.10_13-12-2022.X,Иркутская область,18-59,3444,250,27,15
2022.10_13-12-2022.X,Иркутская область,60+,2363,686,83,61
2022.10_13-12-2022.X,Кабардино-Балкарская Республика,18+,749,102,25,7
2022.10_13-12-2022.X,Кабардино-Балкарская Республика,18-59,402,34,6,1
2022.10_13-12-2022.X,Кабардино-Балкарская Республика,60+,347,68,19,6
2022.10_13-12-2022.X,Калининградская область,18+,2609,487,49,35
2022.10_13-12-2022.X,Калининградская область,18-59,1396,122,10,5
2022.10_13-12-2022.X,Калининградская область,60+,1213,365,39,30
2022.10_13-12-2022.X,Калужская область,18+,1970,256,35,23
2022.10_13-12-2022.X,Калужская область,18-59,1060,60,6,2
2022.10_13-12-2022.X,Калужская область,60+,910,196,29,21
2022.10_13-12-2022.X,Камчатский край,18+,468,92,12,11
2022.10_13-12-2022.X,Камчатский край,18-59,281,32,5,3
2022.10_13-12-2022.X,Камчатский край,60+,187,60,7,8
2022.10_13-12-2022.X,Карачаево-Черкесская Республика,18+,557,47,5,4
2022.10_13-12-2022.X,Карачаево-Черкесская Республика,18-59,294,12,1,1
2022.10_13-12-2022.X,Карачаево-Черкесская Республика,60+,263,35,4,3
2022.10_13-12-2022.X,Кемеровская область,18+,4682,743,125,80
2022.10_13-12-2022.X,Кемеровская область,18-59,2644,216,31,17
2022.10_13-12-2022.X,Кемеровская область,60+,2038,527,94,63
2022.10_13-12-2022.X,Кировская область,18+,4483,826,72,64
2022.10_13-12-2022.X,Кировская область,18-59,1904,176,6,4
2022.10_13-12-2022.X,Кировская область,60+,2579,650,66,60
2022.10_13-12-2022.X,Костромская область,18+,1448,243,41,35
2022.10_13-12-2022.X,Костромская область,18-59,729,62,7,6
2022.10_13-12-2022.X,Костромская область,60+,719,181,34,29
2022.10_13-12-2022.X,Краснодарский край,18+,5781,795,81,46
2022.10_13-12-2022.X,Краснодарский край,18-59,3231,280,16,7
2022.10_13-12-2022.X,Краснодарский край,60+,2550,515,65,39
2022.10_13-12-2022.X,Красноярский край,18+,5603,1014,159,106
2022.10_13-12-2022.X,Красноярский край,18-59,3126,277,24,11
2022.10_13-12-2022.X,Красноярский край,60+,2477,737,135,95
2022.10_13-12-2022.X,Курганская область,18+,3306,340,24,37
2022.10_13-12-2022.X,Курганская область,18-59,1728,79,1,1
2022.10_13-12-2022.X,Курганская область,60+,1578,261,23,36
2022.10_13-12-2022.X,Курская область,18+,2887,312,65,44
2022.10_13-12-2022.X,Курская область,18-59,1553,77,13,6
2022.10_13-12-2022.X,Курская область,60+,1334,235,52,38
2022.10_13-12-2022.X,Ленинградская область,18+,4158,244,41,38
2022.10_13-12-2022.X,Ленинградская область,18-59,2333,67,7,4
2022.10_13-12-2022.X,Ленинградская область,60+,1825,177,34,34
2022.10_13-12-2022.X,Липецкая область,18+,2326,242,39,23
2022.10_13-12-2022.X,Липецкая область,18-59,1164,60,7,3
2022.10_13-12-2022.X,Липецкая область,60+,1162,182,32,20
2022.10_13-12-2022.X,Магаданская область,18+,511,38,8,4
2022.10_13-12-2022.X,Магаданская область,18-59,352,17,3,1
2022.10_13-12-2022.X,Магаданская область,60+,159,21,5,3
2022.10_13-12-2022.X,Московская область,18+,10340,1373,178,142
2022.10_13-12-2022.X,Московская область,18-59,5863,428,30,19
2022.10_13-12-2022.X,Московская область,60+,4477,945,148,123
2022.10_13-12-2022.X,Мурманская область,18+,1618,203,33,11
2022.10_13-12-2022.X,Мурманская область,18-59,880,51,5,1
2022.10_13-12-2022.X,Мурманская область,60+,738,152,28,10
2022.10_13-12-2022.X,Ненецкий автономный округ,18+,108,1,1,1
2022.10_13-12-2022.X,Ненецкий автономный округ,18-59,62,0,0,0
2022.10_13-12-2022.X,Ненецкий автономный округ,60+,46,1,1,1
2022.10_13-12-2022.X,Нижегородская область,18+,7670,1177,91,66
2022.10_13-12-2022.X,Нижегородская область,18-59,3989,279,16,9
2022.10_13-12-2022.X,Нижегородская область,60+,3681,898,75,57
2022.10_13-12-2022.X,Новгородская область,18+,1169,233,23,16
2022.10_13-12-2022.X,Новгородская область,18-59,597,49,5,2
2022.10_13-12-2022.X,Новгородская область,60+,572,184,18,14
2022.10_13-12-2022.X,Новосибирская область,18+,4285,725,91,49
2022.10_13-12-2022.X,Новосибирская область,18-59,2382,238,19,8
2022.10_13-12-2022.X,Новосибирская область,60+,1903,487,72,41
2022.10_13-12-2022.X,Омская область,18+,2102,554,84,69
2022.10_13-12-2022.X,Омская область,18-59,1080,183,14,14
2022.10_13-12-2022.X,Омская область,60+,1022,371,70,55
2022.10_13-12-2022.X,Оренбургская область,18+,2330,235,33,21
2022.10_13-12-2022.X,Оренбургская область,18-59,1298,72,6,4
2022.10_13-12-2022.X,Оренбургская область,60+,1032,163,27,17
2022.10_13-12-2022.X,Орловская область,18+,1926,349,94,44
2022.10_13-12-2022.X,Орловская область,18-59,951,87,21,8
2022.10_13-12-2022.X,Орловская область,60+,975,262,73,36
2022.10_13-12-2022.X,Пензенская область,18+,5823,663,119,50
2022.10_13-12-2022.X,Пензенская область,18-59,3077,197,22,5
2022.10_13-12-2022.X,Пензенская область,60+,2746,466,97,45
2022.10_13-12-2022.X,Пермский край,18+,9936,1045,128,83
2022.10_13-12-2022.X,Пермский край,18-59,5196,243,25,14
2022.10_13-12-2022.X,Пермский край,60+,4740,802,103,69
2022.10_13-12-2022.X,Приморский край,18+,2208,341,41,26
2022.10_13-12-2022.X,Приморский край,18-59,1208,97,11,6
2022.10_13-12-2022.X,Приморский край,60+,1000,244,30,20
2022.10_13-12-2022.X,Псковская область,18+,1383,280,26,26
2022.10_13-12-2022.X,Псковская область,18-59,641,61,5,2
2022.10_13-12-2022.X,Псковская область,60+,742,219,21,24
2022.10_13-12-2022.X,РФ,18+,328830,40316,6623,4059
2022.10_13-12-2022.X,РФ,18-59,179439,11544,1287,556
2022.10_13-12-2022.X,РФ,60+,149391,28772,5336,3503
2022.10_13-12-2022.X,Республика Адыгея,18+,623,85,11,9
2022.10_13-12-2022.X,Республика Адыгея,18-59,332,23,2,1
2022.10_13-12-2022.X,Республика Адыгея,60+,291,62,9,8
2022.10_13-12-2022.X,Республика Алтай,18+,371,70,3,4
2022.10_13-12-2022.X,Республика Алтай,18-59,216,24,0,1
2022.10_13-12-2022.X,Республика Алтай,60+,155,46,3,3
2022.10_13-12-2022.X,Республика Башкортостан,18+,6366,961,122,62
2022.10_13-12-2022.X,Республика Башкортостан,18-59,3580,347,37,9
2022.10_13-12-2022.X,Республика Башкортостан,60+,2786,614,85,53
2022.10_13-12-2022.X,Республика Бурятия,18+,1033,172,31,17
2022.10_13-12-2022.X,Республика Бурятия,18-59,558,43,5,3
2022.10_13-12-2022.X,Республика Бурятия,60+,475,129,26,14
2022.10_13-12-2022.X,Республика Дагестан,18+,383,53,7,3
2022.10_13-12-2022.X,Республика Дагестан,18-59,251,28,1,1
2022.10_13-12-2022.X,Республика Дагестан,60+,132,25,6,2
2022.10_13-12-2022.X,Республика Ингушетия,18+,159,22,0,0
2022.10_13-12-2022.X,Республика Ингушетия,18-59,105,15,0,0
2022.10_13-12-2022.X,Республика Ингушетия,60+,54,7,0,0
2022.10_13-12-2022.X,Республика Калмыкия,18+,568,34,3,3
2022.10_13-12-2022.X,Республика Калмыкия,18-59,407,12,0,0
2022.10_13-12-2022.X,Республика Калмыкия,60+,161,22,3,3
2022.10_13-12-2022.X,Республика Карелия,18+,2944,433,23,45
2022.10_13-12-2022.X,Республика Карелия,18-59,1569,103,3,3
2022.10_13-12-2022.X,Республика Карелия,60+,1375,330,20,42
2022.10_13-12-2022.X,Республика Коми,18+,3922,657,75,32
2022.10_13-12-2022.X,Республика Коми,18-59,2235,185,15,6
2022.10_13-12-2022.X,Республика Коми,60+,1687,472,60,26
2022.10_13-12-2022.X,Республика Крым,18+,1682,285,28,11
2022.10_13-12-2022.X,Республика Крым,18-59,902,85,6,2
2022.10_13-12-2022.X,Республика Крым,60+,780,200,22,9
2022.10_13-12-2022.X,Республика Марий Эл,18+,956,112,5,0
2022.10_13-12-2022.X,Республика Марий Эл,18-59,533,23,0,0
2022.10_13-12-2022.X,Республика Марий Эл,60+,423,89,5,0
2022.10_13-12-2022.X,Республика Мордовия,18+,1713,183,29,12
2022.10_13-12-2022.X,Республика Мордовия,18-59,906,40,2,1
2022.10_13-12-2022.X,Республика Мордовия,60+,807,143,27,11
2022.10_13-12-2022.X,Республика Саха (Якутия),18+,1936,330,51,18
2022.10_13-12-2022.X,Республика Саха (Якутия),18-59,1160,126,19,5
2022.10_13-12-2022.X,Республика Саха (Якутия),60+,776,204,32,13
2022.10_13-12-2022.X,Республика Северная Осетия - Алания,18+,776,36,3,1
2022.10_13-12-2022.X,Республика Северная Осетия - Алания,18-59,420,17,0,0
2022.10_13-12-2022.X,Республика Северная Осетия - Алания,60+,356,19,3,1
2022.10_13-12-2022.X,Республика Татарстан,18+,5253,1106,123,58
2022.10_13-12-2022.X,Республика Татарстан,18-59,2932,394,27,11
2022.10_13-12-2022.X,Республика Татарстан,60+,2321,712,96,47
2022.10_13-12-2022.X,Республика Тыва,18+,58,15,3,0
2022.10_13-12-2022.X,Республика Тыва,18-59,31,5,0,0
2022.10_13-12-2022.X,Республика Тыва,60+,27,10,3,0
2022.10_13-12-2022.X,Республика Хакасия,18+,1183,174,38,21
2022.10_13-12-2022.X,Республика Хакасия,18-59,611,48,4,2
2022.10_13-12-2022.X,Республика Хакасия,60+,572,126,34,19
2022.10_13-12-2022.X,Ростовская область,18+,3343,482,100,46
2022.10_13-12-2022.X,Ростовская область,18-59,1770,129,15,7
2022.10_13-12-2022.X,Ростовская область,60+,1573,353,85,39
2022.10_13-12-2022.X,Рязанская область,18+,1665,101,23,16
2022.10_13-12-2022.X,Рязанская область,18-59,864,23,6,3
2022.10_13-12-2022.X,Рязанская область,60+,801,78,17,13
2022.10_13-12-2022.X,Самарская область,18+,13194,1212,177,111
2022.10_13-12-2022.X,Самарская область,18-59,7272,288,37,18
2022.10_13-12-2022.X,Самарская область,60+,5922,924,140,93
2022.10_13-12-2022.X,Саратовская область,18+,5397,758,86,36
2022.10_13-12-2022.X,Саратовская область,18-59,3039,292,19,7
2022.10_13-12-2022.X,Саратовская область,60+,2358,466,67,29
2022.10_13-12-2022.X,Сахалинская область,18+,721,190,3,4
2022.10_13-12-2022.X,Сахалинская область,18-59,391,56,2,0
2022.10_13-12-2022.X,Сахалинская область,60+,330,134,1,4
2022.10_13-12-2022.X,Свердловская область,18+,21651,2543,206,217
2022.10_13-12-2022.X,Свердловская область,18-59,11427,788,45,33
2022.10_13-12-2022.X,Свердловская область,60+,10224,1755,161,184
2022.10_13-12-2022.X,Смоленская область,18+,1475,212,26,26
2022.10_13-12-2022.X,Смоленская область,18-59,775,62,7,6
2022.10_13-12-2022.X,Смоленская область,60+,700,150,19,20
2022.10_13-12-2022.X,Ставропольский край,18+,4236,572,41,24
2022.10_13-12-2022.X,Ставропольский край,18-59,2312,187,8,8
2022.10_13-12-2022.X,Ставропольский край,60+,1924,385,33,16
2022.10_13-12-2022.X,Тамбовская область,18+,1803,260,23,40
2022.10_13-12-2022.X,Тамбовская область,18-59,841,65,3,5
2022.10_13-12-2022.X,Тамбовская область,60+,962,195,20,35
2022.10_13-12-2022.X,Тверская область,18+,2517,214,11,17
2022.10_13-12-2022.X,Тверская область,18-59,1337,61,5,2
2022.10_13-12-2022.X,Тверская область,60+,1180,153,6,15
2022.10_13-12-2022.X,Томская область,18+,3765,597,87,47
2022.10_13-12-2022.X,Томская область,18-59,2029,154,27,13
2022.10_13-12-2022.X,Томская область,60+,1736,443,60,34
2022.10_13-12-2022.X,Тульская область,18+,3028,256,66,46
2022.10_13-12-2022.X,Тульская область,18-59,1536,62,11,5
2022.10_13-12-2022.X,Тульская область,60+,1492,194,55,41
2022.10_13-12-2022.X,Тюменская область,18+,10104,516,60,36
2022.10_13-12-2022.X,Тюменская область,18-59,5756,164,16,5
2022.10_13-12-2022.X,Тюменская область,60+,4348,352,44,31
2022.10_13-12-2022.X,Удмуртская Республика,18+,9847,800,107,35
2022.10_13-12-2022.X,Удмуртская Республика,18-59,5557,222,15,6
2022.10_13-12-2022.X,Удмуртская Республика,60+,4290,578,92,29
2022.10_13-12-2022.X,Ульяновская область,18+,1763,249,17,19
2022.10_13-12-2022.X,Ульяновская область,18-59,925,67,3,2
2022.10_13-12-2022.X,Ульяновская область,60+,838,182,14,17
2022.10_13-12-2022.X,Хабаровский край,18+,2212,318,26,18
2022.10_13-12-2022.X,Хабаровский край,18-59,1299,91,5,2
2022.10_13-12-2022.X,Хабаровский край,60+,913,227,21,16
2022.10_13-12-2022.X,Ханты-Мансийский автономный округ - Югра,18+,5133,382,42,14
2022.10_13-12-2022.X,Ханты-Мансийский автономный округ - Югра,18-59,3339,131,7,1
2022.10_13-12-2022.X,Ханты-Мансийский автономный округ - Югра,60+,1794,251,35,13
2022.10_13-12-2022.X,Челябинская область,18+,11023,1343,122,146
2022.10_13-12-2022.X,Челябинская область,18-59,6182,392,24,20
2022.10_13-12-2022.X,Челябинская область,60+,4841,951,98,126
2022.10_13-12-2022.X,Чеченская Республика,18+,129,28,1,0
2022.10_13-12-2022.X,Чеченская Республика,18-59,93,21,0,0
2022.10_13-12-2022.X,Чеченская Республика,60+,36,7,1,0
2022.10_13-12-2022.X,Чувашская Республика,18+,1822,232,32,16
2022.10_13-12-2022.X,Чувашская Республика,18-59,944,61,9,4
2022.10_13-12-2022.X,Чувашская Республика,60+,878,171,23,12
2022.10_13-12-2022.X,Чукотский автономный округ,18+,122,5,0,0
2022.10_13-12-2022.X,Чукотский автономный округ,18-59,100,3,0,0
2022.10_13-12-2022.X,Чукотский автономный округ,60+,22,2,0,0
2022.10_13-12-2022.X,Ямало-Ненецкий автономный округ,18+,1310,129,13,5
2022.10_13-12-2022.X,Ямало-Ненецкий автономный округ,18-59,1043,81,2,1
2022.10_13-12-2022.X,Ямало-Ненецкий автономный округ,60+,267,48,11,4
2022.10_13-12-2022.X,Ярославская область,18+,3798,358,70,50
2022.10_13-12-2022.X,Ярославская область,18-59,2020,82,10,3
2022.10_13-12-2022.X,Ярославская область,60+,1778,276,60,47
2022.10_13-12-2022.X,г. Москва,18+,29091,1361,1351,622
2022.10_13-12-2022.X,г. Москва,18-59,16154,352,283,87
2022.10_13-12-2022.X,г. Москва,60+,12937,1009,1068,535
2022.10_13-12-2022.X,г. Санкт-Петербург,18+,20495,3337,740,443
2022.10_13-12-2022.X,г. Санкт-Петербург,18-59,11117,1065,128,47
2022.10_13-12-2022.X,г. Санкт-Петербург,60+,9378,2272,612,396
2022.10_13-12-2022.X,г. Севастополь,18+,1038,203,50,22
2022.10_13-12-2022.X,г. Севастополь,18-59,530,58,6,1
2022.10_13-12-2022.X,г. Севастополь,60+,508,145,44,21
2022.11_19-12-2022.X,Алтайский край,18+,2141,524,84,45
2022.11_19-12-2022.X,Алтайский край,18-59,1066,129,19,12
2022.11_19-12-2022.X,Алтайский край,60+,1075,395,65,33
2022.11_19-12-2022.X,Амурская область,18+,1372,224,30,11
2022.11_19-12-2022.X,Амурская область,18-59,820,109,11,2
2022.11_19-12-2022.X,Амурская область,60+,552,115,19,9
2022.11_19-12-2022.X,Архангельская область,18+,1887,453,61,36
2022.11_19-12-2022.X,Архангельская область,18-59,828,117,12,4
2022.11_19-12-2022.X,Архангельская область,60+,1059,336,49,32
2022.11_19-12-2022.X,Астраханская область,18+,392,241,51,34
2022.11_19-12-2022.X,Астраханская область,18-59,210,114,17,11
2022.11_19-12-2022.X,Астраханская область,60+,182,127,34,23
2022.11_19-12-2022.X,Белгородская область,18+,1294,232,33,23
2022.11_19-12-2022.X,Белгородская область,18-59,613,54,6,4
2022.11_19-12-2022.X,Белгородская область,60+,681,178,27,19
2022.11_19-12-2022.X,Брянская область,18+,607,77,17,11
2022.11_19-12-2022.X,Брянская область,18-59,292,18,2,2
2022.11_19-12-2022.X,Брянская область,60+,315,59,15,9
2022.11_19-12-2022.X,Владимирская область,18+,2107,279,58,29
2022.11_19-12-2022.X,Владимирская область,18-59,1088,59,7,3
2022.11_19-12-2022.X,Владимирская область,60+,1019,220,51,26
2022.11_19-12-2022.X,Волгоградская область,18+,1256,302,43,18
2022.11_19-12-2022.X,Волгоградская область,18-59,792,87,6,2
2022.11_19-12-2022.X,Волгоградская область,60+,464,215,37,16
2022.11_19-12-2022.X,Вологодская область,18+,1424,254,23,15
2022.11_19-12-2022.X,Вологодская область,18-59,742,90,3,2
2022.11_19-12-2022.X,Вологодская область,60+,682,164,20,13
2022.11_19-12-2022.X,Воронежская область,18+,2699,429,78,50
2022.11_19-12-2022.X,Воронежская область,18-59,1497,139,22,10
2022.11_19-12-2022.X,Воронежская область,60+,1202,290,56,40
2022.11_19-12-2022.X,Еврейская автономная область,18+,128,36,5,2
2022.11_19-12-2022.X,Еврейская автономная область,18-59,67,12,0,0
2022.11_19-12-2022.X,Еврейская автономная область,60+,61,24,5,2
2022.11_19-12-2022.X,Забайкальский край,18+,1371,215,21,14
2022.11_19-12-2022.X,Забайкальский край,18-59,806,91,6,4
2022.11_19-12-2022.X,Забайкальский край,60+,565,124,15,10
2022.11_19-12-2022.X,Ивановская область,18+,874,158,2,22
2022.11_19-12-2022.X,Ивановская область,18-59,365,40,0,2
2022.11_19-12-2022.X,Ивановская область,60+,509,118,2,20
2022.11_19-12-2022.X,Иркутская область,18+,3728,777,71,48
2022.11_19-12-2022.X,Иркутская область,18-59,2230,224,17,7
2022.11_19-12-2022.X,Иркутская область,60+,1498,553,54,41
2022.11_19-12-2022.X,Кабардино-Балкарская Республика,18+,245,80,14,3
2022.11_19-12-2022.X,Кабардино-Балкарская Республика,18-59,114,26,1,0
2022.11_19-12-2022.X,Кабардино-Балкарская Республика,60+,131,54,13,3
2022.11_19-12-2022.X,Калининградская область,18+,1144,250,19,11
2022.11_19-12-2022.X,Калининградская область,18-59,610,53,3,1
2022.11_19-12-2022.X,Калининградская область,60+,534,197,16,10
2022.11_19-12-2022.X,Калужская область,18+,1070,247,34,16
2022.11_19-12-2022.X,Калужская область,18-59,505,53,5,2
2022.11_19-12-2022.X,Калужская область,60+,565,194,29,14
2022.11_19-12-2022.X,Камчатский край,18+,242,67,10,8
2022.11_19-12-2022.X,Камчатский край,18-59,123,15,2,1
2022.11_19-12-2022.X,Камчатский край,60+,119,52,8,7
2022.11_19-12-2022.X,Карачаево-Черкесская Республика,18+,104,12,1,0
2022.11_19-12-2022.X,Карачаево-Черкесская Республика,18-59,47,1,1,0
2022.11_19-12-2022.X,Карачаево-Черкесская Республика,60+,57,11,0,0
2022.11_19-12-2022.X,Кемеровская область,18+,2087,489,88,57
2022.11_19-12-2022.X,Кемеровская область,18-59,1137,144,30,15
2022.11_19-12-2022.X,Кемеровская область,60+,950,345,58,42
2022.11_19-12-2022.X,Кировская область,18+,1973,428,34,18
2022.11_19-12-2022.X,Кировская область,18-59,850,104,1,0
2022.11_19-12-2022.X,Кировская область,60+,1123,324,33,18
2022.11_19-12-2022.X,Костромская область,18+,483,129,16,10
