data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2022.01_13-10-2022,Тамбовская область,18-59,13979,565,67,30
2022.01_13-10-2022,Тамбовская область,60+,5114,1119,220,214
2022.01_13-10-2022,Тверская область,18+,33898,3123,494,407
2022.01_13-10-2022,Тверская область,18-59,26166,1097,73,33
2022.01_13-10-2022,Тверская область,60+,7732,2026,421,374
2022.01_13-10-2022,Томская область,18+,11405,1870,303,157
2022.01_13-10-2022,Томская область,18-59,8804,884,74,21
2022.01_13-10-2022,Томская область,60+,2601,986,229,136
2022.01_13-10-2022,Тульская область,18+,31404,2758,712,567
2022.01_13-10-2022,Тульская область,18-59,23041,885,114,59
2022.01_13-10-2022,Тульская область,60+,8363,1873,598,508
2022.01_13-10-2022,Тюменская область,18+,27845,3222,590,244
2022.01_13-10-2022,Тюменская область,18-59,22270,1203,118,25
2022.01_13-10-2022,Тюменская область,60+,5575,2019,472,219
2022.01_13-10-2022,Удмуртская Республика,18+,28283,1974,238,99
2022.01_13-10-2022,Удмуртская Республика,18-59,22349,838,48,11
2022.01_13-10-2022,Удмуртская Республика,60+,5934,1136,190,88
2022.01_13-10-2022,Ульяновская область,18+,15357,1162,221,160
2022.01_13-10-2022,Ульяновская область,18-59,11626,411,42,19
2022.01_13-10-2022,Ульяновская область,60+,3731,751,179,141
2022.01_13-10-2022,Хабаровский край,18+,11322,2767,360,236
2022.01_13-10-2022,Хабаровский край,18-59,7820,969,62,24
2022.01_13-10-2022,Хабаровский край,60+,3502,1798,298,212
2022.01_13-10-2022,Ханты-Мансийский автономный округ - Югра,18+,35636,2010,217,123
2022.01_13-10-2022,Ханты-Мансийский автономный округ - Югра,18-59,30344,1039,61,23
2022.01_13-10-2022,Ханты-Мансийский автономный округ - Югра,60+,5292,971,156,100
2022.01_13-10-2022,Челябинская область,18+,31127,2739,404,347
2022.01_13-10-2022,Челябинская область,18-59,24637,1099,92,52
2022.01_13-10-2022,Челябинская область,60+,6490,1640,312,295
2022.01_13-10-2022,Чеченская Республика,18+,4271,788,164,76
2022.01_13-10-2022,Чеченская Республика,18-59,3126,428,56,15
2022.01_13-10-2022,Чеченская Республика,60+,1145,360,108,61
2022.01_13-10-2022,Чувашская Республика,18+,10173,1534,287,137
2022.01_13-10-2022,Чувашская Республика,18-59,7490,577,49,11
2022.01_13-10-2022,Чувашская Республика,60+,2683,957,238,126
2022.01_13-10-2022,Чукотский автономный округ,18+,191,22,2,0
2022.01_13-10-2022,Чукотский автономный округ,18-59,158,12,2,0
2022.01_13-10-2022,Чукотский автономный округ,60+,33,10,0,0
2022.01_13-10-2022,Ямало-Ненецкий автономный округ,18+,11650,744,72,21
2022.01_13-10-2022,Ямало-Ненецкий автономный округ,18-59,10588,499,33,4
2022.01_13-10-2022,Ямало-Ненецкий автономный округ,60+,1062,245,39,17
2022.01_13-10-2022,Ярославская область,18+,34588,2497,553,358
2022.01_13-10-2022,Ярославская область,18-59,26727,827,120,46
2022.01_13-10-2022,Ярославская область,60+,7861,1670,433,312
2022.01_13-10-2022,г. Москва,18+,425020,10496,9744,3775
2022.01_13-10-2022,г. Москва,18-59,329149,3485,2809,364
2022.01_13-10-2022,г. Москва,60+,95871,7011,6935,3411
2022.01_13-10-2022,г. Санкт-Петербург,18+,213666,14073,3123,2077
2022.01_13-10-2022,г. Санкт-Петербург,18-59,169236,6280,601,200
2022.01_13-10-2022,г. Санкт-Петербург,60+,44430,7793,2522,1877
2022.01_13-10-2022,г. Севастополь,18+,6567,934,160,125
2022.01_13-10-2022,г. Севастополь,18-59,4873,427,31,17
2022.01_13-10-2022,г. Севастополь,60+,1694,507,129,108
2022.02_01-07-2022,Алтайский край,18+,114814,8371,2080,1012
2022.02_01-07-2022,Алтайский край,18-59,83812,2487,301,70
2022.02_01-07-2022,Алтайский край,60+,31002,5884,1779,942
2022.02_01-07-2022,Амурская область,18+,27459,2702,562,231
2022.02_01-07-2022,Амурская область,18-59,20473,1173,111,22
2022.02_01-07-2022,Амурская область,60+,6986,1529,451,209
2022.02_01-07-2022,Архангельская область,18+,56932,4481,806,626
2022.02_01-07-2022,Архангельская область,18-59,38969,1259,100,40
2022.02_01-07-2022,Архангельская область,60+,17963,3222,706,586
2022.02_01-07-2022,Астраханская область,18+,17131,1674,330,193
2022.02_01-07-2022,Астраханская область,18-59,11184,536,63,18
2022.02_01-07-2022,Астраханская область,60+,5947,1138,267,175
2022.02_01-07-2022,Белгородская область,18+,24710,2780,453,381
2022.02_01-07-2022,Белгородская область,18-59,16382,883,83,37
2022.02_01-07-2022,Белгородская область,60+,8328,1897,370,344
2022.02_01-07-2022,Брянская область,18+,37161,2871,447,363
2022.02_01-07-2022,Брянская область,18-59,26594,758,64,27
2022.02_01-07-2022,Брянская область,60+,10567,2113,383,336
2022.02_01-07-2022,Владимирская область,18+,60866,3565,742,465
2022.02_01-07-2022,Владимирская область,18-59,42157,1057,100,33
2022.02_01-07-2022,Владимирская область,60+,18709,2508,642,432
2022.02_01-07-2022,Волгоградская область,18+,61811,7121,1486,696
2022.02_01-07-2022,Волгоградская область,18-59,43624,2320,232,49
2022.02_01-07-2022,Волгоградская область,60+,18187,4801,1254,647
2022.02_01-07-2022,Вологодская область,18+,56032,3440,716,458
2022.02_01-07-2022,Вологодская область,18-59,39918,1090,88,35
2022.02_01-07-2022,Вологодская область,60+,16114,2350,628,423
2022.02_01-07-2022,Воронежская область,18+,121105,6919,922,603
2022.02_01-07-2022,Воронежская область,18-59,86793,2308,150,47
2022.02_01-07-2022,Воронежская область,60+,34312,4611,772,556
2022.02_01-07-2022,Еврейская автономная область,18+,3392,537,29,37
2022.02_01-07-2022,Еврейская автономная область,18-59,2471,270,4,6
2022.02_01-07-2022,Еврейская автономная область,60+,921,267,25,31
2022.02_01-07-2022,Забайкальский край,18+,36676,3863,474,192
2022.02_01-07-2022,Забайкальский край,18-59,27912,1785,107,23
2022.02_01-07-2022,Забайкальский край,60+,8764,2078,367,169
2022.02_01-07-2022,Ивановская область,18+,32455,2552,422,419
2022.02_01-07-2022,Ивановская область,18-59,19714,590,55,31
2022.02_01-07-2022,Ивановская область,60+,12741,1962,367,388
2022.02_01-07-2022,Иркутская область,18+,103139,9199,1300,899
2022.02_01-07-2022,Иркутская область,18-59,77618,3100,237,97
2022.02_01-07-2022,Иркутская область,60+,25521,6099,1063,802
2022.02_01-07-2022,Кабардино-Балкарская Республика,18+,15425,1837,655,188
2022.02_01-07-2022,Кабардино-Балкарская Республика,18-59,9608,529,94,13
2022.02_01-07-2022,Кабардино-Балкарская Республика,60+,5817,1308,561,175
2022.02_01-07-2022,Калининградская область,18+,37310,3887,504,327
2022.02_01-07-2022,Калининградская область,18-59,25469,1127,53,20
2022.02_01-07-2022,Калининградская область,60+,11841,2760,451,307
2022.02_01-07-2022,Калужская область,18+,21734,2603,491,355
2022.02_01-07-2022,Калужская область,18-59,14602,654,54,17
2022.02_01-07-2022,Калужская область,60+,7132,1949,437,338
2022.02_01-07-2022,Камчатский край,18+,12937,1082,174,107
2022.02_01-07-2022,Камчатский край,18-59,9593,395,29,14
2022.02_01-07-2022,Камчатский край,60+,3344,687,145,93
2022.02_01-07-2022,Карачаево-Черкесская Республика,18+,9969,900,179,95
2022.02_01-07-2022,Карачаево-Черкесская Республика,18-59,6430,269,32,10
2022.02_01-07-2022,Карачаево-Черкесская Республика,60+,3539,631,147,85
2022.02_01-07-2022,Кемеровская область,18+,55349,7483,1063,938
2022.02_01-07-2022,Кемеровская область,18-59,35313,2068,150,95
2022.02_01-07-2022,Кемеровская область,60+,20036,5415,913,843
2022.02_01-07-2022,Кировская область,18+,76413,7153,540,461
2022.02_01-07-2022,Кировская область,18-59,53762,2372,54,25
2022.02_01-07-2022,Кировская область,60+,22651,4781,486,436
2022.02_01-07-2022,Костромская область,18+,18811,1650,167,130
2022.02_01-07-2022,Костромская область,18-59,12833,446,26,16
2022.02_01-07-2022,Костромская область,60+,5978,1204,141,114
2022.02_01-07-2022,Краснодарский край,18+,100685,10379,2606,1583
2022.02_01-07-2022,Краснодарский край,18-59,73851,3478,417,134
2022.02_01-07-2022,Краснодарский край,60+,26834,6901,2189,1449
2022.02_01-07-2022,Красноярский край,18+,120383,9285,1837,1158
2022.02_01-07-2022,Красноярский край,18-59,90618,2830,251,87
2022.02_01-07-2022,Красноярский край,60+,29765,6455,1586,1071
2022.02_01-07-2022,Курганская область,18+,41357,2703,630,228
2022.02_01-07-2022,Курганская область,18-59,29033,861,105,27
2022.02_01-07-2022,Курганская область,60+,12324,1842,525,201
2022.02_01-07-2022,Курская область,18+,18263,2954,700,443
2022.02_01-07-2022,Курская область,18-59,11778,868,106,31
2022.02_01-07-2022,Курская область,60+,6485,2086,594,412
2022.02_01-07-2022,Ленинградская область,18+,80462,4083,732,604
2022.02_01-07-2022,Ленинградская область,18-59,58430,1089,124,64
2022.02_01-07-2022,Ленинградская область,60+,22032,2994,608,540
2022.02_01-07-2022,Липецкая область,18+,32085,2860,396,318
2022.02_01-07-2022,Липецкая область,18-59,22195,868,47,24
2022.02_01-07-2022,Липецкая область,60+,9890,1992,349,294
2022.02_01-07-2022,Магаданская область,18+,5099,465,61,28
2022.02_01-07-2022,Магаданская область,18-59,3743,174,11,5
2022.02_01-07-2022,Магаданская область,60+,1356,291,50,23
2022.02_01-07-2022,Московская область,18+,186536,9857,3168,1330
2022.02_01-07-2022,Московская область,18-59,133653,2881,637,109
2022.02_01-07-2022,Московская область,60+,52883,6976,2531,1221
2022.02_01-07-2022,Мурманская область,18+,29504,2387,355,237
2022.02_01-07-2022,Мурманская область,18-59,22263,944,69,29
2022.02_01-07-2022,Мурманская область,60+,7241,1443,286,208
2022.02_01-07-2022,Ненецкий автономный округ,18+,2994,105,17,4
2022.02_01-07-2022,Ненецкий автономный округ,18-59,2367,52,3,0
2022.02_01-07-2022,Ненецкий автономный округ,60+,627,53,14,4
2022.02_01-07-2022,Нижегородская область,18+,128361,10392,1440,1035
2022.02_01-07-2022,Нижегородская область,18-59,90738,3044,207,84
2022.02_01-07-2022,Нижегородская область,60+,37623,7348,1233,951
2022.02_01-07-2022,Новгородская область,18+,18579,2330,168,227
2022.02_01-07-2022,Новгородская область,18-59,13260,814,19,21
2022.02_01-07-2022,Новгородская область,60+,5319,1516,149,206
2022.02_01-07-2022,Новосибирская область,18+,104739,8143,1509,944
2022.02_01-07-2022,Новосибирская область,18-59,76987,2490,213,87
2022.02_01-07-2022,Новосибирская область,60+,27752,5653,1296,857
2022.02_01-07-2022,Омская область,18+,43742,4475,922,677
2022.02_01-07-2022,Омская область,18-59,30203,1248,117,53
2022.02_01-07-2022,Омская область,60+,13539,3227,805,624
2022.02_01-07-2022,Оренбургская область,18+,55700,3499,837,445
2022.02_01-07-2022,Оренбургская область,18-59,40653,1030,120,38
2022.02_01-07-2022,Оренбургская область,60+,15047,2469,717,407
2022.02_01-07-2022,Орловская область,18+,20624,2578,841,349
2022.02_01-07-2022,Орловская область,18-59,14162,761,140,25
2022.02_01-07-2022,Орловская область,60+,6462,1817,701,324
2022.02_01-07-2022,Пензенская область,18+,65366,4441,643,469
2022.02_01-07-2022,Пензенская область,18-59,45387,1109,83,37
2022.02_01-07-2022,Пензенская область,60+,19979,3332,560,432
2022.02_01-07-2022,Пермский край,18+,127049,7847,1146,737
2022.02_01-07-2022,Пермский край,18-59,91684,2237,161,57
2022.02_01-07-2022,Пермский край,60+,35365,5610,985,680
2022.02_01-07-2022,Приморский край,18+,46081,5168,997,554
2022.02_01-07-2022,Приморский край,18-59,33380,1679,150,49
2022.02_01-07-2022,Приморский край,60+,12701,3489,847,505
2022.02_01-07-2022,Псковская область,18+,23974,1593,258,237
2022.02_01-07-2022,Псковская область,18-59,17523,507,42,24
2022.02_01-07-2022,Псковская область,60+,6451,1086,216,213
2022.02_01-07-2022,РФ,18+,4641494,353715,68985,41331
2022.02_01-07-2022,РФ,18-59,3309883,113027,11296,3503
2022.02_01-07-2022,РФ,60+,1331611,240688,57689,37828
2022.02_01-07-2022,Республика Адыгея,18+,15134,1514,224,171
2022.02_01-07-2022,Республика Адыгея,18-59,10351,452,33,13
2022.02_01-07-2022,Республика Адыгея,60+,4783,1062,191,158
2022.02_01-07-2022,Республика Алтай,18+,8853,984,82,41
2022.02_01-07-2022,Республика Алтай,18-59,6679,363,16,4
2022.02_01-07-2022,Республика Алтай,60+,2174,621,66,37
2022.02_01-07-2022,Республика Башкортостан,18+,77488,3901,1186,491
2022.02_01-07-2022,Республика Башкортостан,18-59,55663,1377,271,71
2022.02_01-07-2022,Республика Башкортостан,60+,21825,2524,915,420
2022.02_01-07-2022,Республика Бурятия,18+,45285,3471,456,278
2022.02_01-07-2022,Республика Бурятия,18-59,31931,1299,80,24
2022.02_01-07-2022,Республика Бурятия,60+,13354,2172,376,254
2022.02_01-07-2022,Республика Дагестан,18+,16590,2203,326,148
2022.02_01-07-2022,Республика Дагестан,18-59,10050,762,51,12
2022.02_01-07-2022,Республика Дагестан,60+,6540,1441,275,136
2022.02_01-07-2022,Республика Ингушетия,18+,3386,339,51,26
2022.02_01-07-2022,Республика Ингушетия,18-59,2355,134,6,2
2022.02_01-07-2022,Республика Ингушетия,60+,1031,205,45,24
2022.02_01-07-2022,Республика Калмыкия,18+,8991,689,103,50
2022.02_01-07-2022,Республика Калмыкия,18-59,6064,221,17,7
2022.02_01-07-2022,Республика Калмыкия,60+,2927,468,86,43
2022.02_01-07-2022,Республика Карелия,18+,40937,2938,296,360
2022.02_01-07-2022,Республика Карелия,18-59,29412,875,33,24
2022.02_01-07-2022,Республика Карелия,60+,11525,2063,263,336
2022.02_01-07-2022,Республика Коми,18+,50161,4413,556,331
2022.02_01-07-2022,Республика Коми,18-59,37886,1680,101,32
2022.02_01-07-2022,Республика Коми,60+,12275,2733,455,299
2022.02_01-07-2022,Республика Крым,18+,28189,4088,637,331
2022.02_01-07-2022,Республика Крым,18-59,19530,1242,96,28
2022.02_01-07-2022,Республика Крым,60+,8659,2846,541,303
2022.02_01-07-2022,Республика Марий Эл,18+,11260,1257,236,90
2022.02_01-07-2022,Республика Марий Эл,18-59,5903,315,33,9
2022.02_01-07-2022,Республика Марий Эл,60+,5357,942,203,81
2022.02_01-07-2022,Республика Мордовия,18+,12643,1595,216,160
2022.02_01-07-2022,Республика Мордовия,18-59,8610,532,32,18
2022.02_01-07-2022,Республика Мордовия,60+,4033,1063,184,142
2022.02_01-07-2022,Республика Саха (Якутия),18+,39595,4122,644,149
2022.02_01-07-2022,Республика Саха (Якутия),18-59,29871,1683,124,16
2022.02_01-07-2022,Республика Саха (Якутия),60+,9724,2439,520,133
2022.02_01-07-2022,Республика Северная Осетия - Алания,18+,6279,664,124,94
2022.02_01-07-2022,Республика Северная Осетия - Алания,18-59,3693,169,8,5
2022.02_01-07-2022,Республика Северная Осетия - Алания,60+,2586,495,116,89
2022.02_01-07-2022,Республика Татарстан,18+,62249,6847,938,645
2022.02_01-07-2022,Республика Татарстан,18-59,41987,2474,123,48
2022.02_01-07-2022,Республика Татарстан,60+,20262,4373,815,597
2022.02_01-07-2022,Республика Тыва,18+,8959,1448,221,29
2022.02_01-07-2022,Республика Тыва,18-59,6985,771,58,6
2022.02_01-07-2022,Республика Тыва,60+,1974,677,163,23
2022.02_01-07-2022,Республика Хакасия,18+,22514,2405,493,222
2022.02_01-07-2022,Республика Хакасия,18-59,16191,826,95,18
2022.02_01-07-2022,Республика Хакасия,60+,6323,1579,398,204
2022.02_01-07-2022,Ростовская область,18+,111176,9202,2472,1040
2022.02_01-07-2022,Ростовская область,18-59,77207,2472,455,92
2022.02_01-07-2022,Ростовская область,60+,33969,6730,2017,948
2022.02_01-07-2022,Рязанская область,18+,34570,1732,330,314
2022.02_01-07-2022,Рязанская область,18-59,23670,441,43,22
2022.02_01-07-2022,Рязанская область,60+,10900,1291,287,292
2022.02_01-07-2022,Самарская область,18+,124750,9188,1513,1082
2022.02_01-07-2022,Самарская область,18-59,88414,2775,203,102
2022.02_01-07-2022,Самарская область,60+,36336,6413,1310,980
2022.02_01-07-2022,Саратовская область,18+,71642,5915,1262,654
2022.02_01-07-2022,Саратовская область,18-59,51450,2284,265,70
2022.02_01-07-2022,Саратовская область,60+,20192,3631,997,584
2022.02_01-07-2022,Сахалинская область,18+,13709,1614,203,165
2022.02_01-07-2022,Сахалинская область,18-59,9831,480,25,13
2022.02_01-07-2022,Сахалинская область,60+,3878,1134,178,152
2022.02_01-07-2022,Свердловская область,18+,205581,13770,1316,1434
2022.02_01-07-2022,Свердловская область,18-59,149159,4968,233,157
2022.02_01-07-2022,Свердловская область,60+,56422,8802,1083,1277
2022.02_01-07-2022,Смоленская область,18+,31673,2264,307,240
2022.02_01-07-2022,Смоленская область,18-59,22513,789,59,27
2022.02_01-07-2022,Смоленская область,60+,9160,1475,248,213
2022.02_01-07-2022,Ставропольский край,18+,52002,5334,785,561
2022.02_01-07-2022,Ставропольский край,18-59,34372,1507,88,43
2022.02_01-07-2022,Ставропольский край,60+,17630,3827,697,518
2022.02_01-07-2022,Тамбовская область,18+,42372,2557,415,372
2022.02_01-07-2022,Тамбовская область,18-59,29351,650,61,34
2022.02_01-07-2022,Тамбовская область,60+,13021,1907,354,338
2022.02_01-07-2022,Тверская область,18+,52918,3932,532,490
2022.02_01-07-2022,Тверская область,18-59,38355,1105,65,46
2022.02_01-07-2022,Тверская область,60+,14563,2827,467,444
2022.02_01-07-2022,Томская область,18+,51255,4702,625,391
2022.02_01-07-2022,Томская область,18-59,37744,1800,110,43
2022.02_01-07-2022,Томская область,60+,13511,2902,515,348
2022.02_01-07-2022,Тульская область,18+,53169,3885,915,651
2022.02_01-07-2022,Тульская область,18-59,35786,1000,118,49
2022.02_01-07-2022,Тульская область,60+,17383,2885,797,602
2022.02_01-07-2022,Тюменская область,18+,78142,5344,943,440
2022.02_01-07-2022,Тюменская область,18-59,56206,1573,147,39
2022.02_01-07-2022,Тюменская область,60+,21936,3771,796,401
2022.02_01-07-2022,Удмуртская Республика,18+,68545,4194,650,364
2022.02_01-07-2022,Удмуртская Республика,18-59,48923,1285,88,22
2022.02_01-07-2022,Удмуртская Республика,60+,19622,2909,562,342
2022.02_01-07-2022,Ульяновская область,18+,43641,2819,466,339
2022.02_01-07-2022,Ульяновская область,18-59,30359,854,66,38
2022.02_01-07-2022,Ульяновская область,60+,13282,1965,400,301
2022.02_01-07-2022,Хабаровский край,18+,43950,4668,409,289
2022.02_01-07-2022,Хабаровский край,18-59,32426,1661,72,27
2022.02_01-07-2022,Хабаровский край,60+,11524,3007,337,262
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18+,61395,3858,447,293
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,47855,1371,72,31
2022.02_01-07-2022,Ханты-Мансийский автономный округ - Югра,60+,13540,2487,375,262
2022.02_01-07-2022,Челябинская область,18+,111149,7928,1034,892
2022.02_01-07-2022,Челябинская область,18-59,80835,2622,170,85
2022.02_01-07-2022,Челябинская область,60+,30314,5306,864,807
2022.02_01-07-2022,Чеченская Республика,18+,4793,301,63,26
2022.02_01-07-2022,Чеченская Республика,18-59,3580,160,12,2
2022.02_01-07-2022,Чеченская Республика,60+,1213,141,51,24
2022.02_01-07-2022,Чувашская Республика,18+,15945,2299,501,244
2022.02_01-07-2022,Чувашская Республика,18-59,10029,606,71,22
2022.02_01-07-2022,Чувашская Республика,60+,5916,1693,430,222
2022.02_01-07-2022,Чукотский автономный округ,18+,1814,54,3,1
2022.02_01-07-2022,Чукотский автономный округ,18-59,1611,37,1,0
2022.02_01-07-2022,Чукотский автономный округ,60+,203,17,2,1
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18+,34790,1550,149,54
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,18-59,30621,802,61,20
2022.02_01-07-2022,Ямало-Ненецкий автономный округ,60+,4169,748,88,34
2022.02_01-07-2022,Ярославская область,18+,50152,3429,730,506
2022.02_01-07-2022,Ярославская область,18-59,35574,840,89,24
2022.02_01-07-2022,Ярославская область,60+,14578,2589,641,482
2022.02_01-07-2022,г. Москва,18+,261018,9602,8574,3605
2022.02_01-07-2022,г. Москва,18-59,176870,2426,1760,216
2022.02_01-07-2022,г. Москва,60+,84148,7176,6814,3389
2022.02_01-07-2022,г. Санкт-Петербург,18+,292733,16820,3519,2308
2022.02_01-07-2022,г. Санкт-Петербург,18-59,215121,6207,548,197
2022.02_01-07-2022,г. Санкт-Петербург,60+,77612,10613,2971,2111
2022.02_01-07-2022,г. Севастополь,18+,16883,1662,228,177
2022.02_01-07-2022,г. Севастополь,18-59,11721,697,28,15
2022.02_01-07-2022,г. Севастополь,60+,5162,965,200,162
2022.03_13-10-2022,Алтайский край,18+,20044,3425,945,441
2022.03_13-10-2022,Алтайский край,18-59,10948,741,116,42
2022.03_13-10-2022,Алтайский край,60+,9096,2684,829,399
2022.03_13-10-2022,Амурская область,18+,9215,1291,386,120
2022.03_13-10-2022,Амурская область,18-59,5442,373,69,19
2022.03_13-10-2022,Амурская область,60+,3773,918,317,101
2022.03_13-10-2022,Архангельская область,18+,7471,1373,253,160
2022.03_13-10-2022,Архангельская область,18-59,3991,291,31,13
2022.03_13-10-2022,Архангельская область,60+,3480,1082,222,147
2022.03_13-10-2022,Астраханская область,18+,3230,521,103,60
2022.03_13-10-2022,Астраханская область,18-59,1888,197,30,12
2022.03_13-10-2022,Астраханская область,60+,1342,324,73,48
2022.03_13-10-2022,Белгородская область,18+,7863,975,159,120
2022.03_13-10-2022,Белгородская область,18-59,4290,241,19,10
2022.03_13-10-2022,Белгородская область,60+,3573,734,140,110
2022.03_13-10-2022,Брянская область,18+,10281,1072,221,186
2022.03_13-10-2022,Брянская область,18-59,5864,193,34,20
2022.03_13-10-2022,Брянская область,60+,4417,879,187,166
2022.03_13-10-2022,Владимирская область,18+,9057,1217,235,135
2022.03_13-10-2022,Владимирская область,18-59,4906,292,43,14
2022.03_13-10-2022,Владимирская область,60+,4151,925,192,121
2022.03_13-10-2022,Волгоградская область,18+,18065,3050,711,284
2022.03_13-10-2022,Волгоградская область,18-59,10835,816,110,33
2022.03_13-10-2022,Волгоградская область,60+,7230,2234,601,251
2022.03_13-10-2022,Вологодская область,18+,10830,1027,189,119
2022.03_13-10-2022,Вологодская область,18-59,6131,300,31,9
2022.03_13-10-2022,Вологодская область,60+,4699,727,158,110
2022.03_13-10-2022,Воронежская область,18+,31269,3285,487,293
2022.03_13-10-2022,Воронежская область,18-59,18359,757,71,28
2022.03_13-10-2022,Воронежская область,60+,12910,2528,416,265
2022.03_13-10-2022,Еврейская автономная область,18+,1858,388,33,45
2022.03_13-10-2022,Еврейская автономная область,18-59,1140,141,4,4
2022.03_13-10-2022,Еврейская автономная область,60+,718,247,29,41
2022.03_13-10-2022,Забайкальский край,18+,15729,2255,374,170
2022.03_13-10-2022,Забайкальский край,18-59,10075,759,67,22
2022.03_13-10-2022,Забайкальский край,60+,5654,1496,307,148
2022.03_13-10-2022,Ивановская область,18+,6493,791,136,127
2022.03_13-10-2022,Ивановская область,18-59,3345,157,18,15
2022.03_13-10-2022,Ивановская область,60+,3148,634,118,112
2022.03_13-10-2022,Иркутская область,18+,17098,3261,540,322
2022.03_13-10-2022,Иркутская область,18-59,10147,917,102,35
2022.03_13-10-2022,Иркутская область,60+,6951,2344,438,287
2022.03_13-10-2022,Кабардино-Балкарская Республика,18+,2529,325,110,37
2022.03_13-10-2022,Кабардино-Балкарская Республика,18-59,1447,101,24,6
2022.03_13-10-2022,Кабардино-Балкарская Республика,60+,1082,224,86,31
2022.03_13-10-2022,Калининградская область,18+,4808,921,126,69
2022.03_13-10-2022,Калининградская область,18-59,2608,204,13,5
2022.03_13-10-2022,Калининградская область,60+,2200,717,113,64
2022.03_13-10-2022,Калужская область,18+,5612,936,161,123
2022.03_13-10-2022,Калужская область,18-59,2969,183,19,9
2022.03_13-10-2022,Калужская область,60+,2643,753,142,114
2022.03_13-10-2022,Камчатский край,18+,2660,410,82,45
2022.03_13-10-2022,Камчатский край,18-59,1706,119,21,7
2022.03_13-10-2022,Камчатский край,60+,954,291,61,38
2022.03_13-10-2022,Карачаево-Черкесская Республика,18+,1871,316,72,24
2022.03_13-10-2022,Карачаево-Черкесская Республика,18-59,1040,66,9,2
2022.03_13-10-2022,Карачаево-Черкесская Республика,60+,831,250,63,22
2022.03_13-10-2022,Кемеровская область,18+,7425,1924,300,257
2022.03_13-10-2022,Кемеровская область,18-59,4059,509,63,45
2022.03_13-10-2022,Кемеровская область,60+,3366,1415,237,212
2022.03_13-10-2022,Кировская область,18+,15170,2883,311,253
2022.03_13-10-2022,Кировская область,18-59,8099,611,19,6
2022.03_13-10-2022,Кировская область,60+,7071,2272,292,247
2022.03_13-10-2022,Костромская область,18+,4060,578,88,53
2022.03_13-10-2022,Костромская область,18-59,2219,125,13,2
2022.03_13-10-2022,Костромская область,60+,1841,453,75,51
2022.03_13-10-2022,Краснодарский край,18+,22978,3743,1108,569
2022.03_13-10-2022,Краснодарский край,18-59,13373,901,149,60
2022.03_13-10-2022,Краснодарский край,60+,9605,2842,959,509
2022.03_13-10-2022,Красноярский край,18+,19834,3147,728,488
2022.03_13-10-2022,Красноярский край,18-59,11848,714,101,37
2022.03_13-10-2022,Красноярский край,60+,7986,2433,627,451
2022.03_13-10-2022,Курганская область,18+,13245,1497,465,176
2022.03_13-10-2022,Курганская область,18-59,7600,314,43,12
2022.03_13-10-2022,Курганская область,60+,5645,1183,422,164
2022.03_13-10-2022,Курская область,18+,7747,1423,323,186
2022.03_13-10-2022,Курская область,18-59,4291,360,43,14
2022.03_13-10-2022,Курская область,60+,3456,1063,280,172
2022.03_13-10-2022,Ленинградская область,18+,10986,1298,226,211
2022.03_13-10-2022,Ленинградская область,18-59,6481,322,43,28
2022.03_13-10-2022,Ленинградская область,60+,4505,976,183,183
2022.03_13-10-2022,Липецкая область,18+,9573,1210,247,196
2022.03_13-10-2022,Липецкая область,18-59,5439,274,26,13
2022.03_13-10-2022,Липецкая область,60+,4134,936,221,183
2022.03_13-10-2022,Магаданская область,18+,874,115,26,18
2022.03_13-10-2022,Магаданская область,18-59,543,37,4,2
2022.03_13-10-2022,Магаданская область,60+,331,78,22,16
2022.03_13-10-2022,Московская область,18+,24803,2307,794,378
2022.03_13-10-2022,Московская область,18-59,14827,541,117,45
2022.03_13-10-2022,Московская область,60+,9976,1766,677,333
2022.03_13-10-2022,Мурманская область,18+,3648,520,104,59
2022.03_13-10-2022,Мурманская область,18-59,2274,164,25,8
2022.03_13-10-2022,Мурманская область,60+,1374,356,79,51
2022.03_13-10-2022,Ненецкий автономный округ,18+,403,30,4,1
2022.03_13-10-2022,Ненецкий автономный округ,18-59,292,11,0,0
2022.03_13-10-2022,Ненецкий автономный округ,60+,111,19,4,1
2022.03_13-10-2022,Нижегородская область,18+,18598,3462,508,297
2022.03_13-10-2022,Нижегородская область,18-59,10025,829,89,31
2022.03_13-10-2022,Нижегородская область,60+,8573,2633,419,266
2022.03_13-10-2022,Новгородская область,18+,4110,762,72,78
2022.03_13-10-2022,Новгородская область,18-59,2226,194,5,4
2022.03_13-10-2022,Новгородская область,60+,1884,568,67,74
2022.03_13-10-2022,Новосибирская область,18+,12749,2537,489,294
2022.03_13-10-2022,Новосибирская область,18-59,7175,652,84,40
2022.03_13-10-2022,Новосибирская область,60+,5574,1885,405,254
2022.03_13-10-2022,Омская область,18+,8114,1754,428,274
2022.03_13-10-2022,Омская область,18-59,4339,445,74,33
2022.03_13-10-2022,Омская область,60+,3775,1309,354,241
2022.03_13-10-2022,Оренбургская область,18+,14807,1610,361,219
2022.03_13-10-2022,Оренбургская область,18-59,8951,409,64,31
