data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59;ve_hosp_18_59;cil_hosp_18_59;cih_hosp_18_59
2022.07_16-08-2022;Тверская область;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;45_75_days;SputnikV;-0.23039;-3.93003;0.69293;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;75_90_days;AllVaccines;-0.09756;-3.39779;0.72608;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;75_90_days;SputnikV;-0.7611;-6.05653;0.56048;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;90_105_days;AllVaccines;-1.28163;-4.50005;0.05349;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тверская область;90_105_days;SputnikV;-3.03455;-8.7256;-0.67369;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;105_165_days;AllVaccines;-0.01751;-0.33812;0.22628;0.29748;-0.58728;0.68907
2022.07_16-08-2022;Томская область;105_165_days;CoviVac;-2.39643;-9.54808;-0.09364;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;105_165_days;EpiVacCorona;-0.29448;-2.45551;0.51507;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;105_165_days;SputnikLite;0.03187;-0.42886;0.34404;0.06009;-1.53475;0.65147
2022.07_16-08-2022;Томская область;105_165_days;SputnikV;-0.07772;-0.61545;0.28102;0.15346;-1.65228;0.72981
2022.07_16-08-2022;Томская область;165_195_days;AllVaccines;-0.12415;-0.49348;0.15384;0.01188;-1.1066;0.53652
2022.07_16-08-2022;Томская область;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;165_195_days;EpiVacCorona;-0.0001;-3.00415;0.75021;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;165_195_days;SputnikLite;0.02711;-0.42574;0.33613;0.32272;-1.12198;0.78383
2022.07_16-08-2022;Томская область;165_195_days;SputnikV;-0.60623;-1.42822;-0.0625;-1.22385;-4.41596;0.08687
2022.07_16-08-2022;Томская область;21_45_days;AllVaccines;0.18406;-1.17808;0.69434;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;21_45_days;EpiVacCorona;-12.89819;-54.64508;-2.47128;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;21_45_days;SputnikLite;-1.06252;-5.40544;0.33588;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;45_75_days;AllVaccines;0.21485;-1.09591;0.70587;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;45_75_days;SputnikLite;-0.79195;-4.56515;0.423;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;45_75_days;SputnikV;0.27435;-1.90535;0.81876;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;75_90_days;AllVaccines;0.28568;-1.85997;0.82159;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;75_90_days;SputnikV;-0.19708;-3.79284;0.70101;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;90_105_days;AllVaccines;-0.23062;-1.96283;0.48886;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;90_105_days;EpiVacCorona;-6.61215;-29.47726;-0.90125;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Томская область;90_105_days;SputnikV;-0.47389;-2.93444;0.44786;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;105_165_days;AllVaccines;-0.1253;-0.39479;0.09212;-0.05245;-1.89135;0.61691
2022.07_16-08-2022;Тульская область;105_165_days;CoviVac;-0.69863;-5.79856;0.57559;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;105_165_days;EpiVacCorona;-0.12033;-1.498;0.49754;-7.0089;-31.70785;-0.96108
2022.07_16-08-2022;Тульская область;105_165_days;SputnikLite;-0.24037;-0.73486;0.11317;-1.26756;-6.2175;0.28759
2022.07_16-08-2022;Тульская область;105_165_days;SputnikV;-0.09809;-0.46024;0.17424;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;165_195_days;AllVaccines;0.06793;-0.2123;0.28337;-0.01092;-2.21769;0.68239
2022.07_16-08-2022;Тульская область;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;165_195_days;EpiVacCorona;-1.66827;-6.11933;-4e-05;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;165_195_days;SputnikLite;0.11097;-0.20439;0.34375;0.13673;-2.52554;0.78862
2022.07_16-08-2022;Тульская область;165_195_days;SputnikV;-0.09384;-0.8886;0.36647;-2.59091;-13.66503;0.12072
2022.07_16-08-2022;Тульская область;21_45_days;AllVaccines;0.15642;-0.77279;0.59858;-4.16532;-20.09482;-0.26479
2022.07_16-08-2022;Тульская область;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;21_45_days;SputnikV;0.04177;-1.01372;0.54403;-4.86729;-22.96163;-0.43668
2022.07_16-08-2022;Тульская область;45_75_days;AllVaccines;-0.29726;-1.41638;0.30356;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;45_75_days;CoviVac;-4.61293;-21.465;-0.4024;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;45_75_days;EpiVacCorona;-3.32543;-16.31194;-0.08072;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;45_75_days;SputnikV;-0.19332;-1.39093;0.40441;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;75_90_days;AllVaccines;-0.27393;-1.84049;0.42866;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;75_90_days;SputnikV;-0.47867;-2.297;0.33683;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;90_105_days;AllVaccines;0.45296;-0.45957;0.79498;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;90_105_days;SputnikLite;-7.65229;-33.62961;-1.16179;NULL;NULL;NULL
2022.07_16-08-2022;Тульская область;90_105_days;SputnikV;0.51259;-0.51309;0.84299;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;105_165_days;AllVaccines;-0.21784;-0.50675;0.01568;-0.60335;-2.70643;0.30642
2022.07_16-08-2022;Тюменская область;105_165_days;CoviVac;-2.2152;-11.86914;0.19672;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;105_165_days;EpiVacCorona;-0.04258;-3.17302;0.73952;-19.96218;-84.58089;-4.13447
2022.07_16-08-2022;Тюменская область;105_165_days;SputnikLite;0.0034;-0.36005;0.26973;0.05128;-2.87327;0.76762
2022.07_16-08-2022;Тюменская область;105_165_days;SputnikV;-0.55296;-1.06569;-0.16749;-1.53544;-5.96222;0.07666
2022.07_16-08-2022;Тюменская область;165_195_days;AllVaccines;0.29049;0.07887;0.45349;-0.47798;-2.41662;0.36065
2022.07_16-08-2022;Тюменская область;165_195_days;CoviVac;-6.7186;-29.89438;-0.9284;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;165_195_days;SputnikLite;0.31958;0.08108;0.49618;-0.24195;-2.41035;0.54772
2022.07_16-08-2022;Тюменская область;165_195_days;SputnikV;0.14635;-0.42008;0.48684;-2.45139;-9.98116;-0.08477
2022.07_16-08-2022;Тюменская область;21_45_days;AllVaccines;0.53308;-0.44958;0.8496;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;21_45_days;SputnikV;0.48854;-0.58784;0.83526;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;45_75_days;AllVaccines;0.13468;-0.9296;0.61195;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;45_75_days;SputnikLite;-2.73757;-13.95998;0.06621;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;45_75_days;SputnikV;0.15579;-1.03157;0.6492;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;75_90_days;AllVaccines;0.14281;-1.28728;0.67876;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;75_90_days;SputnikV;-0.2231;-2.26366;0.54163;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;90_105_days;AllVaccines;-0.48494;-1.86028;0.22908;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;90_105_days;SputnikLite;-3.01146;-8.65353;-0.66693;NULL;NULL;NULL
2022.07_16-08-2022;Тюменская область;90_105_days;SputnikV;-0.23389;-1.96934;0.48727;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;105_165_days;AllVaccines;-0.18464;-0.70058;0.17477;-0.38059;-3.4355;0.57028
2022.07_16-08-2022;Удмуртская Республика;105_165_days;CoviVac;-2.80893;-14.26483;0.04958;-46.21485;-193.25867;-10.47564
2022.07_16-08-2022;Удмуртская Республика;105_165_days;EpiVacCorona;-0.29131;-4.17511;0.67779;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;105_165_days;SputnikLite;0.11296;-0.71333;0.54075;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;105_165_days;SputnikV;-0.49863;-1.31631;0.03041;-0.71271;-6.04672;0.58372
2022.07_16-08-2022;Удмуртская Республика;165_195_days;AllVaccines;-0.04773;-0.6194;0.32213;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;165_195_days;EpiVacCorona;-2.88551;-11.0817;-0.24959;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;165_195_days;SputnikLite;-0.07887;-0.86923;0.37731;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;165_195_days;SputnikV;-0.01101;-1.13002;0.52012;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;21_45_days;AllVaccines;-0.72273;-3.15423;0.28559;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;21_45_days;EpiVacCorona;-7.06841;-31.33531;-1.01326;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;21_45_days;SputnikV;-0.68967;-3.51684;0.36793;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;45_75_days;AllVaccines;-0.03852;-2.2292;0.66601;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;45_75_days;CoviVac;-5.87782;-26.56386;-0.71618;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;45_75_days;SputnikV;0.01928;-2.93037;0.75529;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;75_90_days;AllVaccines;-1.26582;-4.46386;0.06038;-10.17807;-44.99053;-1.71685
2022.07_16-08-2022;Удмуртская Республика;75_90_days;CoviVac;-2.99152;-14.99659;0.00402;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;75_90_days;EpiVacCorona;-8.52077;-37.15585;-1.37565;-117.01788;-484.56744;-27.68442
2022.07_16-08-2022;Удмуртская Республика;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;75_90_days;SputnikV;-1.24626;-5.98459;0.2776;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;90_105_days;AllVaccines;0.10562;-2.58435;0.77683;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Удмуртская Республика;90_105_days;SputnikV;-0.34854;-4.40447;0.66351;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;105_165_days;AllVaccines;-0.12768;-0.80694;0.29624;-0.87082;-6.84023;0.55359
2022.07_16-08-2022;Ульяновская область;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;105_165_days;EpiVacCorona;-0.977;-6.92931;0.50708;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;105_165_days;SputnikLite;-0.21512;-1.44494;0.3961;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;105_165_days;SputnikV;-0.22376;-1.29037;0.34613;-2.72193;-14.59785;0.11188
2022.07_16-08-2022;Ульяновская область;165_195_days;AllVaccines;-0.30119;-1.01637;0.16032;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;165_195_days;SputnikLite;-0.37562;-1.30158;0.17781;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;165_195_days;SputnikV;-0.49248;-2.1489;0.29261;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;21_45_days;AllVaccines;-2.39226;-6.59146;-0.51584;-36.27298;-105.5201;-12.04238
2022.07_16-08-2022;Ульяновская область;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;21_45_days;SputnikV;-3.35197;-8.73918;-0.94469;-46.81795;-135.6559;-15.73222
2022.07_16-08-2022;Ульяновская область;45_75_days;AllVaccines;0.06265;-2.75948;0.76629;-13.5127;-59.81972;-2.46299
2022.07_16-08-2022;Ульяновская область;45_75_days;CoviVac;-12.98612;-55.09516;-2.48714;-215.54367;-906.48989;-50.67128
2022.07_16-08-2022;Ульяновская область;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;45_75_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;75_90_days;AllVaccines;-2.58559;-7.65678;-0.48513;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;75_90_days;CoviVac;-55.48578;-225.55172;-13.08351;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;75_90_days;SputnikV;-2.37013;-8.01858;-0.25937;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;90_105_days;AllVaccines;-0.27012;-4.09418;0.68332;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ульяновская область;90_105_days;SputnikV;-0.57465;-5.31557;0.60739;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;105_165_days;AllVaccines;-0.82476;-1.72439;-0.2222;-2.48576;-14.57445;0.21984
2022.07_16-08-2022;Хабаровский край;105_165_days;CoviVac;-6.81894;-30.39817;-0.94711;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;105_165_days;EpiVacCorona;-0.94602;-6.81453;0.51539;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;105_165_days;SputnikLite;-1.93286;-3.77944;-0.79972;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;105_165_days;SputnikV;-0.06942;-1.15713;0.46982;-6.04035;-30.45647;-0.57572
2022.07_16-08-2022;Хабаровский край;165_195_days;AllVaccines;0.1076;-0.5884;0.49863;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;165_195_days;CoviVac;-9.73103;-42.09216;-1.6723;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;165_195_days;SputnikLite;0.10185;-1.01425;0.59952;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;165_195_days;SputnikV;-0.05456;-1.36502;0.52978;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;21_45_days;AllVaccines;0.09107;-2.64995;0.77365;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;21_45_days;CoviVac;-17.80544;-74.51621;-3.68303;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;21_45_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;21_45_days;SputnikV;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;45_75_days;AllVaccines;-0.74614;-4.44256;0.43979;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;45_75_days;CoviVac;-15.91074;-66.90775;-3.2112;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;45_75_days;SputnikV;-0.9723;-6.92007;0.50885;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;75_90_days;AllVaccines;-2.08346;-8.61089;0.01073;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;75_90_days;SputnikLite;-6.51845;-29.19152;-0.87228;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;75_90_days;SputnikV;-2.44927;-12.8511;0.14104;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;90_105_days;AllVaccines;-1.828;-7.81464;0.09269;-49.43271;-224.33471;-10.28747
2022.07_16-08-2022;Хабаровский край;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Хабаровский край;90_105_days;SputnikV;-2.91324;-11.19724;-0.25548;-68.78612;-310.80631;-14.619
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;AllVaccines;0.06184;-0.22318;0.28045;-1.30433;-3.85078;-0.09466
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;EpiVacCorona;-1.48755;-8.96035;0.37875;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;SputnikLite;-0.052;-0.47409;0.24923;-2.16936;-6.36665;-0.36355
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;105_165_days;SputnikV;0.15019;-0.28506;0.43801;-0.86881;-4.96725;0.41473
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;AllVaccines;-0.14854;-0.49749;0.11909;0.36769;-1.58888;0.84556
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;SputnikLite;-0.31453;-0.75688;0.01644;0.11609;-2.61898;0.78411
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;165_195_days;SputnikV;0.1611;-0.51986;0.53696;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;AllVaccines;0.02263;-1.05558;0.53529;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;EpiVacCorona;-2.59643;-13.4004;0.10181;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;21_45_days;SputnikV;0.05864;-1.1005;0.57812;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;AllVaccines;0.19482;-0.79663;0.63915;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;45_75_days;SputnikV;0.03132;-1.16146;0.56587;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;AllVaccines;-1.24309;-3.18212;-0.20309;-6.53369;-29.84518;-0.84004
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;75_90_days;SputnikV;-1.82474;-4.26658;-0.51506;-8.48723;-37.84356;-1.31718
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;AllVaccines;0.44999;-0.7083;0.82292;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;CoviVac;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;EpiVacCorona;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;SputnikLite;NULL;NULL;NULL;NULL;NULL;NULL
2022.07_16-08-2022;Ханты-Мансийский автономный округ - Югра;90_105_days;SputnikV;0.2898;-1.20583;0.77134;NULL;NULL;NULL
2022.07_16-08-2022;Челябинская область;105_165_days;AllVaccines;0.12895;-0.04803;0.27604;0.13938;-0.53314;0.5169
