data_point;region;vac_interval_group;vaccine;ve_zab_18_59;cil_zab_18_59;cih_zab_18_59
2022.07_16-08-2022;Воронежская область;75_90_days;EpiVacCorona;-2.4688;-7.34158;-0.44248
2022.07_16-08-2022;Воронежская область;75_90_days;SputnikLite;-1.15364;-5.68216;0.30589
2022.07_16-08-2022;Воронежская область;75_90_days;SputnikV;-0.10366;-1.12375;0.42646
2022.07_16-08-2022;Воронежская область;90_105_days;AllVaccines;0.01494;-0.89555;0.48809
2022.07_16-08-2022;Воронежская область;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Воронежская область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Воронежская область;90_105_days;SputnikLite;-1.66129;-5.39974;-0.10668
2022.07_16-08-2022;Воронежская область;90_105_days;SputnikV;0.11344;-1.13196;0.63133
2022.07_16-08-2022;Еврейская автономная область;105_165_days;AllVaccines;0.53831;-0.45794;0.8538
2022.07_16-08-2022;Еврейская автономная область;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;105_165_days;EpiVacCorona;-1.25845;-8.16513;0.44348
2022.07_16-08-2022;Еврейская автономная область;105_165_days;SputnikLite;0.37739;-1.52665;0.84658
2022.07_16-08-2022;Еврейская автономная область;105_165_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;165_195_days;AllVaccines;-0.70212;-2.51129;0.17489
2022.07_16-08-2022;Еврейская автономная область;165_195_days;CoviVac;-4.10532;-19.71814;-0.25804
2022.07_16-08-2022;Еврейская автономная область;165_195_days;EpiVacCorona;-1.139;-7.68038;0.47291
2022.07_16-08-2022;Еврейская автономная область;165_195_days;SputnikLite;-1.74419;-5.27243;-0.20058
2022.07_16-08-2022;Еврейская автономная область;165_195_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;21_45_days;AllVaccines;-1.90841;-8.18427;0.07899
2022.07_16-08-2022;Еврейская автономная область;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;21_45_days;SputnikV;-2.48797;-10.01444;-0.10455
2022.07_16-08-2022;Еврейская автономная область;45_75_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;45_75_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;75_90_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;75_90_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;90_105_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Еврейская автономная область;90_105_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;105_165_days;AllVaccines;0.23357;-0.20421;0.5122
2022.07_16-08-2022;Забайкальский край;105_165_days;CoviVac;-2.40331;-9.60543;-0.09213
2022.07_16-08-2022;Забайкальский край;105_165_days;EpiVacCorona;0.0438;-1.97972;0.69315
2022.07_16-08-2022;Забайкальский край;105_165_days;SputnikLite;0.31299;-0.84122;0.74366
2022.07_16-08-2022;Забайкальский край;105_165_days;SputnikV;0.1853;-0.41825;0.53201
2022.07_16-08-2022;Забайкальский край;165_195_days;AllVaccines;-0.44029;-1.1994;0.05681
2022.07_16-08-2022;Забайкальский край;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;165_195_days;EpiVacCorona;-0.39536;-4.6023;0.65246
2022.07_16-08-2022;Забайкальский край;165_195_days;SputnikLite;-0.7013;-1.855;-0.01381
2022.07_16-08-2022;Забайкальский край;165_195_days;SputnikV;-0.40722;-1.83744;0.3021
2022.07_16-08-2022;Забайкальский край;21_45_days;AllVaccines;-0.07502;-1.8811;0.59888
2022.07_16-08-2022;Забайкальский край;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;21_45_days;SputnikV;-0.83578;-3.91996;0.31502
2022.07_16-08-2022;Забайкальский край;45_75_days;AllVaccines;0.48792;-1.05596;0.87246
2022.07_16-08-2022;Забайкальский край;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;45_75_days;SputnikV;0.08994;-2.65382;0.77333
2022.07_16-08-2022;Забайкальский край;75_90_days;AllVaccines;-1.71857;-5.09492;-0.21259
2022.07_16-08-2022;Забайкальский край;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;75_90_days;EpiVacCorona;-8.24615;-27.81294;-1.96712
2022.07_16-08-2022;Забайкальский край;75_90_days;SputnikLite;-9.98332;-43.09737;-1.73561
2022.07_16-08-2022;Забайкальский край;75_90_days;SputnikV;-1.16274;-5.73955;0.30597
2022.07_16-08-2022;Забайкальский край;90_105_days;AllVaccines;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Забайкальский край;90_105_days;SputnikV;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;105_165_days;AllVaccines;0.18;-0.24056;0.45798
2022.07_16-08-2022;Ивановская область;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;105_165_days;EpiVacCorona;-2.19259;-8.91736;-0.02775
2022.07_16-08-2022;Ивановская область;105_165_days;SputnikLite;0.32532;-0.30094;0.65011
2022.07_16-08-2022;Ивановская область;105_165_days;SputnikV;0.00477;-0.72079;0.42441
2022.07_16-08-2022;Ивановская область;165_195_days;AllVaccines;-0.05297;-0.55531;0.28712
2022.07_16-08-2022;Ивановская область;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;165_195_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;165_195_days;SputnikLite;-0.19838;-0.8295;0.21503
2022.07_16-08-2022;Ивановская область;165_195_days;SputnikV;0.01559;-1.37088;0.59126
2022.07_16-08-2022;Ивановская область;21_45_days;AllVaccines;0.31815;-1.73055;0.82973
2022.07_16-08-2022;Ивановская область;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;21_45_days;SputnikV;-0.11729;-3.47431;0.721
2022.07_16-08-2022;Ивановская область;45_75_days;AllVaccines;-1.45342;-4.16125;-0.16624
2022.07_16-08-2022;Ивановская область;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;45_75_days;EpiVacCorona;-13.96298;-45.48056;-3.81687
2022.07_16-08-2022;Ивановская область;45_75_days;SputnikLite;-1.45936;-8.84879;0.38587
2022.07_16-08-2022;Ивановская область;45_75_days;SputnikV;-1.25608;-5.02428;0.1551
2022.07_16-08-2022;Ивановская область;75_90_days;AllVaccines;-0.98248;-5.1583;0.3618
2022.07_16-08-2022;Ивановская область;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;75_90_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;75_90_days;SputnikV;-2.43109;-9.65823;-0.10453
2022.07_16-08-2022;Ивановская область;90_105_days;AllVaccines;-0.12761;-3.51563;0.71842
2022.07_16-08-2022;Ивановская область;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Ивановская область;90_105_days;SputnikV;-0.94051;-6.77101;0.51543
2022.07_16-08-2022;Иркутская область;105_165_days;AllVaccines;-0.26219;-0.56256;-0.01956
2022.07_16-08-2022;Иркутская область;105_165_days;CoviVac;-2.89937;-9.40165;-0.4618
2022.07_16-08-2022;Иркутская область;105_165_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;105_165_days;SputnikLite;-0.4564;-1.02623;-0.04682
2022.07_16-08-2022;Иркутская область;105_165_days;SputnikV;-0.19444;-0.57835;0.09609
2022.07_16-08-2022;Иркутская область;165_195_days;AllVaccines;0.06824;-0.18562;0.26774
2022.07_16-08-2022;Иркутская область;165_195_days;CoviVac;-3.89456;-18.58598;-0.22316
2022.07_16-08-2022;Иркутская область;165_195_days;EpiVacCorona;-0.12508;-3.5021;0.71884
2022.07_16-08-2022;Иркутская область;165_195_days;SputnikLite;-0.04087;-0.41899;0.2365
2022.07_16-08-2022;Иркутская область;165_195_days;SputnikV;0.16457;-0.22196;0.42883
2022.07_16-08-2022;Иркутская область;21_45_days;AllVaccines;-0.38528;-1.50626;0.23432
2022.07_16-08-2022;Иркутская область;21_45_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;21_45_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;21_45_days;SputnikV;-0.73052;-2.13088;0.0435
2022.07_16-08-2022;Иркутская область;45_75_days;AllVaccines;-0.20266;-1.23934;0.3541
2022.07_16-08-2022;Иркутская область;45_75_days;CoviVac;-2.17015;-11.6856;0.20778
2022.07_16-08-2022;Иркутская область;45_75_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;45_75_days;SputnikLite;-2.71123;-13.85078;0.07256
2022.07_16-08-2022;Иркутская область;45_75_days;SputnikV;-0.29595;-1.59568;0.35297
2022.07_16-08-2022;Иркутская область;75_90_days;AllVaccines;0.23501;-1.04062;0.71322
2022.07_16-08-2022;Иркутская область;75_90_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;75_90_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;75_90_days;SputnikLite;-3.05746;-15.23627;-0.01397
2022.07_16-08-2022;Иркутская область;75_90_days;SputnikV;0.16886;-1.57962;0.73221
2022.07_16-08-2022;Иркутская область;90_105_days;AllVaccines;-0.15537;-1.57537;0.48167
2022.07_16-08-2022;Иркутская область;90_105_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;90_105_days;EpiVacCorona;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;90_105_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Иркутская область;90_105_days;SputnikV;-0.52601;-2.40154;0.3154
2022.07_16-08-2022;Кабардино-Балкарская Республика;105_165_days;AllVaccines;-0.6844;-1.49687;-0.13631
2022.07_16-08-2022;Кабардино-Балкарская Республика;105_165_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Кабардино-Балкарская Республика;105_165_days;EpiVacCorona;-0.87603;-6.51971;0.53196
2022.07_16-08-2022;Кабардино-Балкарская Республика;105_165_days;SputnikLite;-0.81907;-2.15297;-0.04949
2022.07_16-08-2022;Кабардино-Балкарская Республика;105_165_days;SputnikV;-0.84855;-2.20406;-0.0665
2022.07_16-08-2022;Кабардино-Балкарская Республика;165_195_days;AllVaccines;-0.69675;-1.49765;-0.15268
2022.07_16-08-2022;Кабардино-Балкарская Республика;165_195_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Кабардино-Балкарская Республика;165_195_days;EpiVacCorona;-6.66771;-15.15916;-2.63841
2022.07_16-08-2022;Кабардино-Балкарская Республика;165_195_days;SputnikLite;-0.12351;-0.94737;0.3518
2022.07_16-08-2022;Кабардино-Балкарская Республика;165_195_days;SputnikV;-1.52658;-3.88174;-0.30765
2022.07_16-08-2022;Кабардино-Балкарская Республика;21_45_days;AllVaccines;-1.65373;-4.59256;-0.25923
2022.07_16-08-2022;Кабардино-Балкарская Республика;21_45_days;CoviVac;-6.21024;-21.42398;-1.31839
2022.07_16-08-2022;Кабардино-Балкарская Республика;21_45_days;EpiVacCorona;-7.37164;-32.55609;-1.08857
2022.07_16-08-2022;Кабардино-Балкарская Республика;21_45_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Кабардино-Балкарская Республика;21_45_days;SputnikV;-1.26452;-5.05488;0.15307
2022.07_16-08-2022;Кабардино-Балкарская Республика;45_75_days;AllVaccines;0.09827;-2.61442;0.77503
2022.07_16-08-2022;Кабардино-Балкарская Республика;45_75_days;CoviVac;NULL;NULL;NULL
2022.07_16-08-2022;Кабардино-Балкарская Республика;45_75_days;EpiVacCorona;-8.32633;-36.38278;-1.32675
2022.07_16-08-2022;Кабардино-Балкарская Республика;45_75_days;SputnikLite;NULL;NULL;NULL
2022.07_16-08-2022;Кабардино-Балкарская Республика;45_75_days;SputnikV;NULL;NULL;NULL
